v0,x_true,linear,poly2,forest,mlp,physics
0.0,0.0,-7.84311553982317,3.5317167657698363,17.718831646072662,2.15174093022372,-2.8065307255757228e-14
0.20050125313283207,0.2126636935899391,-7.5800957139803735,3.7167366623463494,17.718831646072662,2.2067248100618473,0.21266369358991116
0.40100250626566414,0.4253273871798782,-7.317075888137573,3.9018422225364446,17.718831646072662,2.2640633566821076,0.42532738717985036
0.6015037593984962,0.6379910807698174,-7.054056062294773,4.087033446340158,17.718831646072662,2.3239157122855443,0.6379910807697896
0.8020050125313283,0.8506547743597564,-6.791036236451973,4.272310333757446,17.718831646072662,2.386441839076044,0.8506547743597288
1.0025062656641603,1.0633184679496954,-6.528016410609176,4.457672884788323,17.718831646072662,2.4518017686078326,1.063318467949668
1.2030075187969924,1.2759821615396347,-6.264996584766376,4.64312109943279,17.718831646072662,2.520154814163375,1.2759821615396074
1.4035087719298245,1.4886458551295738,-6.0019767589235755,4.828654977690867,17.718831646072662,2.591658756363922,1.4886458551295465
1.6040100250626566,1.701309548719513,-5.738956933080779,5.014274519562505,17.718831646072662,2.666469014711998,1.7013095487194858
1.8045112781954886,1.913973242309452,-5.4759371072379786,5.199979725047747,17.718831646072662,2.744737820449105,1.913973242309425
2.0050125313283207,2.126636935899391,-5.212917281395178,5.385770594146578,17.718831646072662,2.826613408933437,2.1266369358993638
2.2055137844611528,2.33930062948933,-4.949897455552378,5.571647126859013,17.718831646072662,2.9122392526285847,2.339300629489303
2.406015037593985,2.5519643230792695,-4.686877629709581,5.757609323185029,17.718831646072662,3.0017533586462224,2.551964323079243
2.606516290726817,2.7646280166692083,-4.423857803866781,5.943657183124621,17.718831646072662,3.0952876574712596,2.7646280166691817
2.807017543859649,2.9772917102591476,-4.160837978023981,6.129790706677817,17.718831646072662,3.192967511846946,2.977291710259121
3.007518796992481,3.189955403849087,-3.897818152181184,6.316009893844601,17.718831646072662,3.294911376598709,3.1899554038490607
3.208020050125313,3.402619097439026,-3.634798326338384,6.502314744624982,17.718831646072662,3.4012306411682998,3.4026190974389996
3.408521303258145,3.6152827910289647,-3.3717785004955836,6.688705259018953,17.718831646072662,3.5120296865049228,3.6152827910289385
3.6090225563909772,3.827946484618904,-3.108758674652787,6.875181437026512,17.718831646072662,3.6274061863532587,3.8279464846188778
3.8095238095238093,4.040610178208843,-2.8457388488099866,7.061743278647654,17.718831646072662,3.747451679475237,4.040610178208817
4.010025062656641,4.253273871798782,-2.5827190229671864,7.248390783882392,17.718831646072662,3.8722524334801225,4.253273871798755
4.2105263157894735,4.465937565388721,-2.319699197124386,7.435123952730727,17.718831646072662,4.0018906122163,4.465937565388694
4.4110275689223055,4.67860125897866,-2.0566793712815894,7.621942785192651,17.718831646072662,4.136445746579439,4.678601258978634
4.611528822055138,4.8912649525686,-1.7936595454387891,7.808847281268157,17.718831646072662,4.27599649260544,4.891264952568573
4.81203007518797,5.103928646158539,-1.5306397195959889,7.995837440957267,17.718831646072662,4.420622640385985,5.103928646158513
5.012531328320802,5.316592339748477,-1.2676198937531886,8.182913264259952,17.718831646072662,4.57040731232361,5.316592339748452
5.213032581453634,5.529256033338417,-1.004600067910392,8.37007475117624,17.718831646072662,4.725439259386819,5.529256033338391
5.413533834586466,5.741919726928356,-0.7415802420675917,8.557321901706114,17.718831646072662,4.885815129497356,5.74191972692833
5.614035087719298,5.954583420518295,-0.4785604162247914,8.744654715849581,17.718831646072662,5.051641543608856,5.9545834205182695
5.81453634085213,6.167247114108234,-0.2155405903819947,8.932073193606637,17.718831646072662,5.2230367736894205,6.167247114108209
6.015037593984962,6.379910807698174,0.04747923546080557,9.11957733497729,17.718831646072662,5.4001317748425,6.379910807698149
6.215538847117794,6.592574501288112,0.31049906130360583,9.307167139961525,17.718831646072662,5.583070284447075,6.592574501288087
6.416040100250626,6.805238194878052,0.5735188871464061,9.494842608559356,17.718831646072662,5.772007669083771,6.805238194878027
6.616541353383458,7.017901888467991,0.8365387129892028,9.68260374077077,17.718831646072662,5.967108181308117,7.017901888467966
6.81704260651629,7.230565582057929,1.099558538832003,9.87045053659578,17.718831646072662,6.168540290814434,7.2305655820579045
7.017543859649122,7.443229275647868,1.3625783646748033,10.058382996034393,17.718831646072662,6.376469787409933,7.443229275647843
7.2180451127819545,7.655892969237808,1.6255981905176,10.246401119086581,17.718831646072662,6.59105042653169,7.655892969237783
7.4185463659147866,7.868556662827747,1.8886180163604003,10.434504905752352,17.718831646072662,6.812412011514986,7.868556662827722
7.619047619047619,8.081220356417687,2.1516378422032005,10.622694356031726,17.718831646072662,7.040645988005955,8.081220356417662
7.819548872180451,8.293884050007625,2.414657668046001,10.81096946992469,17.718831646072662,7.275788867540138,8.2938840500076
8.020050125313283,8.506547743597563,2.6776774938887975,10.999330247431242,17.718831646072662,7.5178040940572295,8.506547743597539
8.220551378446114,8.719211437187504,2.9406973197315978,11.187776688551391,17.718831646072662,7.766563302186688,8.719211437187479
8.421052631578947,8.931875130777442,3.203717145574398,11.376308793285123,17.718831646072662,8.021828258483236,8.931875130777417
8.62155388471178,9.144538824367384,3.4667369714171983,11.564926561632458,17.718831646072662,8.283235080300528,9.144538824367359
8.822055137844611,9.35720251795732,3.729756797259995,11.753629993593368,17.718831646072662,8.550282532955233,9.357202517957296
9.022556390977442,9.569866211547259,3.9927766231027952,11.942419089167881,17.718831646072662,8.822326249970175,9.569866211547234
9.223057644110275,9.7825299051372,4.2557964489455955,12.131293848355977,17.718831646072662,9.098580545536572,9.782529905137174
9.423558897243108,9.995193598727138,4.518816274788396,12.320254271157662,17.718831646072662,9.37812905681403,9.995193598727115
9.62406015037594,10.207857292317078,4.7818361006311925,12.509300357572943,17.718831646072662,9.659944768078736,10.207857292317055
9.82456140350877,10.420520985907014,5.044855926473989,12.698432107601814,17.718831646072662,9.942919080268485,10.420520985906991
10.025062656641603,10.633184679496955,5.307875752316793,12.887649521244274,17.718831646072662,10.225898600637352,10.633184679496932
10.225563909774436,10.845848373086895,5.570895578159593,13.07695259850033,17.718831646072662,10.507727380066104,10.845848373086872
10.426065162907268,11.058512066676833,5.83391540400239,13.26634133936997,17.718831646072662,10.78729157648888,11.05851206667681
10.626566416040099,11.271175760266772,6.096935229845187,13.455815743853204,17.718831646072662,11.063563108959652,11.271175760266749
10.827067669172932,11.483839453856712,6.359955055687987,13.645375811950029,17.718831646072662,11.335638872602438,11.483839453856689
11.027568922305765,11.696503147446652,6.622974881530787,13.835021543660442,17.718831646072662,11.602772519617375,11.696503147446629
11.228070175438596,11.90916684103659,6.885994707373587,14.024752938984445,17.718831646072662,11.864396606280778,11.909166841036567
11.428571428571427,12.121830534626527,7.149014533216384,14.214569997922045,17.718831646072662,12.120133928308295,12.121830534626506
11.62907268170426,12.334494228216467,7.412034359059184,14.404472720473233,17.718831646072662,12.369797953238937,12.334494228216446
11.829573934837093,12.547157921806408,7.675054184901985,14.594461106638011,17.718831646072662,12.613383249664214,12.547157921806386
12.030075187969924,12.759821615396348,7.938074010744783,14.784535156416371,17.718831646072662,12.851047586128775,12.759821615396326
12.230576441102755,12.972485308986286,8.20109383658758,14.974694869808335,17.718831646072662,13.083087858511341,12.972485308986265
12.431077694235588,13.185149002576225,8.46411366243038,15.164940246813881,17.718831646072662,13.30991219184283,13.185149002576203
12.631578947368421,13.397812696166167,8.72713348827318,15.355271287433023,17.718831646072662,13.532010486119468,13.397812696166145
12.832080200501252,13.610476389756103,8.99015331411598,15.545687991665755,17.718831646072662,13.749925400784011,13.610476389756082
13.032581453634084,13.82314008334604,9.253173139958777,15.736190359512083,17.718831646072662,13.964225375416579,13.823140083346019
13.233082706766917,14.035803776935982,9.516192965801578,15.926778390971986,17.718831646072662,14.175480836836599,14.03580377693596
13.43358395989975,14.24846747052592,9.779212791644378,16.117452086045493,17.718831646072662,14.38424430331957,14.248467470525899
13.63408521303258,14.461131164115859,10.042232617487178,16.30821144473259,17.718831646072662,14.59103470495122,14.461131164115837
13.834586466165412,14.673794857705797,10.305252443329975,16.499056467033267,17.718831646072662,14.796325917605355,14.673794857705776
14.035087719298245,14.886458551295735,10.568272269172775,16.68998715294754,17.718831646072662,15.000539264448502,14.886458551295714
14.235588972431078,15.099122244885677,10.831292095015575,16.881003502475412,17.718831646072662,15.204039570766938,15.099122244885656
14.436090225563909,15.311785938475616,11.094311920858372,17.072105515616865,17.718831646072662,15.407134256585653,15.311785938475595
14.63659147869674,15.524449632065554,11.35733174670117,17.263293192371915,17.718831646072662,15.610074905405735,15.524449632065533
14.837092731829573,15.737113325655494,11.620351572543974,17.454566532740547,17.718831646072662,15.813060744221168,15.737113325655473
15.037593984962406,15.949777019245435,11.883371398386771,17.645925536722775,17.718831646072662,16.01624349834438,15.949777019245413
15.238095238095237,16.162440712835373,12.146391224229568,17.8373702043186,17.718831646072662,16.219733134463624,16.16244071283535
15.438596491228068,16.375104406425308,12.409411050072372,18.028900535528013,17.715241777583806,16.42360406839827,16.375104406425287
15.639097744360901,16.58776810001525,12.672430875915168,18.22051653035101,17.791664980839872,16.627901483426797,16.58776810001523
15.839598997493734,16.800431793605192,12.935450701757972,18.4122181887876,17.858933595564565,16.832647475497403,16.80043179360517
16.040100250626566,17.013095487195127,13.198470527600769,18.604005510837776,18.035858152529155,17.037846809034782,17.013095487195105
16.240601503759397,17.22575918078507,13.461490353443565,18.79587849650156,18.16712670394142,17.243492128519843,17.225759180785047
16.441102756892228,17.438422874375007,13.724510179286362,18.987837145778915,18.160062767165687,17.449568524658474,17.438422874374986
16.641604010025063,17.651086567964946,13.987530005129166,19.17988145866988,18.270507814566585,17.656057398811225,17.651086567964924
16.842105263157894,17.863750261554884,14.250549830971963,19.372011435174418,18.425583631037274,17.86293960528242,17.863750261554863
17.042606516290725,18.076413955144822,14.51356965681476,19.56422707529256,18.539142393044127,18.070197878590072,18.0764139551448
17.24310776942356,18.289077648734768,14.776589482657563,19.756528379024285,18.610856737072513,18.277818573013956,18.289077648734747
17.44360902255639,18.501741342324703,15.039609308500367,19.9489153463696,18.82156668502282,18.48579275593949,18.50174134232468
17.644110275689222,18.71440503591464,15.302629134343164,20.14138797732851,18.92153196992528,18.694116706339177,18.71440503591462
17.844611528822053,18.92706872950458,15.56564896018596,20.333946271901002,19.21296135396317,18.902791876690785,18.92706872950456
18.045112781954884,19.139732423094518,15.82866878602876,20.52659023008709,19.49947260878598,19.11182438206874,19.139732423094497
18.24561403508772,19.35239611668446,16.09168861187156,20.719319851886777,19.522001283102,19.321224085095743,19.35239611668444
18.44611528822055,19.5650598102744,16.35470843771436,20.912135137300044,19.69208642150129,19.5310033505319,19.565059810274377
18.64661654135338,19.777723503864337,16.617728263557158,21.10503608632691,19.94751121279139,19.741175548706682,19.777723503864316
18.847117794486216,19.990387197454275,16.88074808939996,21.298022698967362,19.91880610885026,19.951753392524555,19.990387197454258
19.047619047619047,20.203050891044217,17.14376791524276,21.491094975221404,20.07431306932577,20.162747197812834,20.2030508910442
19.24812030075188,20.415714584634156,17.40678774108556,21.684252915089036,20.426142070264678,20.37416316046223,20.415714584634138
19.44862155388471,20.62837827822409,17.669807566928355,21.877496518570258,20.76412534285962,20.58600174515911,20.628378278224073
19.64912280701754,20.84104197181403,17.932827392771152,22.070825785665075,20.72621060438884,20.79825627854567,20.84104197181401
19.849624060150376,21.053705665403974,18.195847218613956,22.264240716373482,20.933268596075195,21.010911833571257,21.053705665403957
20.050125313283207,21.26636935899391,18.458867044456756,22.45774131069548,21.16050957717063,21.223944481107495,21.26636935899389
20.250626566416038,21.479033052583848,18.721886870299553,22.65132756863106,21.972551486980592,21.43732096948844,21.47903305258383
20.451127819548873,21.69169674617379,18.984906696142357,22.84499949018024,22.09071653606798,21.65099887286638,21.691696746173772
20.651629072681704,21.904360439763728,19.247926521985153,23.038757075343014,22.984077964082374,21.8649272259669,21.90436043976371
20.852130325814535,22.117024133353667,19.51094634782795,23.23260032411937,23.22549247189379,22.079047637233792,22.11702413335365
21.052631578947366,22.329687826943605,19.77396617367075,23.426529236509317,23.40548818185336,22.293295846035075,22.329687826943587
21.253132832080198,22.542351520533543,20.036985999513547,23.620543812512857,23.627831673897358,22.507603664295875,22.542351520533526
21.453634085213032,22.755015214123485,20.30000582535635,23.814644052129996,23.925425901144244,22.721901220372523,22.755015214123468
21.654135338345863,22.967678907713424,20.563025651199148,24.00882995536071,24.338063935164918,22.936119404760106,22.967678907713406
21.854636591478695,23.180342601303362,20.826045477041948,24.203101522205024,24.37119698165865,23.150192404579276,23.180342601303344
22.05513784461153,23.393006294893304,21.089065302884748,24.397458752662928,24.548680184631042,23.364060207523178,23.393006294893286
22.25563909774436,23.605669988483243,21.35208512872755,24.59190164673442,24.7401500978431,23.577670956353483,23.605669988483225
22.45614035087719,23.81833368207318,21.615104954570345,24.786430204419503,24.820359790816482,23.79098304189456,23.818333682073163
22.656641604010023,24.03099737566312,21.878124780413142,24.98104442571818,24.836986125760887,24.00396683509061,24.030997375663105
22.857142857142854,24.243661069253054,22.141144606255942,25.175744310630442,24.848155934423975,24.216605976013188,24.24366106925304
23.05764411027569,24.456324762843,22.404164432098746,25.3705298591563,25.067677966831056,24.4288981584352,24.456324762842986
23.25814536340852,24.668988456432935,22.667184257941543,25.565401071295753,25.227763030224185,24.64085537134795,24.66898845643292
23.45864661654135,24.881652150022873,22.93020408378434,25.76035794704879,25.33198660233956,24.852503582250083,24.88165215002286
23.659147869674186,25.094315843612815,23.193223909627143,25.955400486415414,25.88122205143647,25.06388187000855,25.0943158436128
23.859649122807017,25.306979537202757,23.45624373546994,26.150528689395642,26.24318100323294,25.275041036640424,25.306979537202743
24.06015037593985,25.519643230792695,23.71926356131274,26.345742555989446,26.36648392876842,25.486041746816227,25.51964323079268
24.26065162907268,25.73230692438263,23.982283387155537,26.541042086196846,26.510695577656456,25.696952260827537,25.732306924382616
24.46115288220551,25.944970617972572,24.245303212998333,26.736427280017836,26.538121070236556,25.907845840995222,25.944970617972558
24.661654135338345,26.15763431156251,24.508323038841137,26.93189813745242,26.677926555233068,26.118797922970625,26.157634311562497
24.862155388471177,26.37029800515245,24.771342864683934,27.127454658500596,26.714910511003936,26.329883152124076,26.370298005152435
25.062656641604008,26.582961698742388,25.034362690526738,27.32309684316236,26.779545601120457,26.541172391243027,26.582961698742373
25.263157894736842,26.795625392332333,25.297382516369534,27.518824691437715,27.15752741692704,26.752729809035248,26.79562539233232
25.463659147869674,27.008289085922264,25.56040234221234,27.714638203326658,27.402634213753657,26.964610159315907,27.00828908592225
25.664160401002505,27.220952779512206,25.823422168055135,27.91053737882919,27.987847172196126,27.176856358018657,27.220952779512192
25.864661654135336,27.43361647310215,26.08644199389793,28.106522217945326,28.085781391148647,27.389497459004406,27.433616473102134
26.065162907268167,27.64628016669208,26.34946181974073,28.302592720675037,28.079719452049716,27.60254711974571,27.646280166692065
26.265664160401002,27.85894386028202,26.612481645583532,28.498748887018344,27.960704721590776,27.816002634090783,27.858943860282007
26.466165413533833,28.071607553871964,26.87550147142633,28.694990716975248,27.8805714205195,28.029844591393623,28.07160755387195
26.666666666666664,28.284271247461902,27.138521297269126,28.891318210545734,29.39853154998202,28.24403719950307,28.284271247461888
26.8671679197995,28.49693494105184,27.401541123111926,29.087731367729816,29.572272150982236,28.458529283934826,28.496934941051826
27.06766917293233,28.709598634641782,27.664560948954723,29.284230188527488,29.871194554689737,28.673255947852265,28.709598634641768
27.26817042606516,28.922262328231717,27.927580774797526,29.48081467293875,29.871194554689737,28.88814084845668,28.922262328231703
