model,t,mean_error
linear,6.98,1.18538842080572
linear,6.984,1.1792343542369808
linear,6.988,1.1730296826751059
linear,6.992,1.1668414709532906
linear,6.996,1.1607802425106843
linear,7.0,1.1550300616099407
linear,7.0040000000000004,1.1498485001340808
linear,7.008,1.145412810678636
linear,7.0120000000000005,1.1416703500697243
linear,7.016,1.1384787683738504
linear,7.0200000000000005,1.1357102440789324
linear,7.024,1.1332398575571225
linear,7.0280000000000005,1.1309495960415716
linear,7.032,1.1287467745801254
linear,7.0360000000000005,1.1265700084167765
linear,7.04,1.1243846940912774
linear,7.0440000000000005,1.1221766536260573
linear,7.048,1.1199476298565303
linear,7.0520000000000005,1.1177130422054966
linear,7.056,1.115501409315969
linear,7.0600000000000005,1.1133544644917266
linear,7.064,1.1113264178141524
linear,7.0680000000000005,1.1094801680330078
linear,7.072,1.107878904771932
linear,7.0760000000000005,1.1065752130935924
linear,7.08,1.105604537577495
linear,7.0840000000000005,1.1049901068931884
linear,7.088,1.1047640637102714
linear,7.0920000000000005,1.1050110681989211
linear,7.096,1.105905187934987
linear,7.1000000000000005,1.1075591355286956
linear,7.104,1.1098103252659517
linear,7.1080000000000005,1.1124291761757585
linear,7.112,1.1152869207650784
linear,7.1160000000000005,1.118328263734473
linear,7.12,1.12153336481723
linear,7.1240000000000006,1.1248999966644821
linear,7.128,1.1284355671499546
linear,7.132000000000001,1.132152345814264
linear,7.136,1.136062651433665
linear,7.140000000000001,1.1401728877296706
linear,7.144,1.1444776916973254
linear,7.148000000000001,1.1489571943749757
linear,7.152,1.153579337126231
linear,7.156000000000001,1.1583058715665682
linear,7.16,1.1630986953966507
linear,7.164000000000001,1.1679241535969376
linear,7.168,1.1727549370788444
linear,7.172,1.1775703263624546
linear,7.176,1.1823556299210267
linear,7.18,1.1871013689653984
linear,7.184,1.1918024678219914
linear,7.188,1.1964575279415661
linear,7.192,1.2010681745479233
linear,7.196,1.2056384313897957
linear,7.2,1.2101740784023187
linear,7.204,1.2146819703248597
linear,7.208,1.2191693376942214
linear,7.212,1.2236431473988254
linear,7.216,1.228109650123001
linear,7.22,1.2325742597246896
linear,7.224,1.2370418708427624
linear,7.228,1.241517618901658
linear,7.232,1.2460079340664452
linear,7.236,1.250521557919203
linear,7.24,1.2550700038037947
linear,7.244,1.2596668260653934
linear,7.248,1.2643252346073113
linear,7.252,1.269054353820653
linear,7.256,1.2738557301988154
linear,7.26,1.278722629795612
linear,7.264,1.2836441948517738
linear,7.268,1.2886154025339864
linear,7.272,1.2936543837448808
linear,7.276,1.2988295077874357
linear,7.28,1.3042751650096904
linear,7.284,1.3100987977610647
linear,7.288,1.3162211705100064
linear,7.292,1.3224582411017245
linear,7.296,1.3286725490649738
linear,7.3,1.3347885329618345
linear,7.304,1.3407661043491448
linear,7.308,1.346583156118344
linear,7.312,1.3522271626952846
linear,7.316,1.357691259989249
linear,7.32,1.362972356905596
linear,7.324,1.3680701973615403
linear,7.328,1.372986889923981
linear,7.332,1.37772667084687
linear,7.336,1.3822957678870815
linear,7.34,1.3867022698498883
linear,7.344,1.3909559160449434
linear,7.348,1.3950677207309408
linear,7.352,1.3990493578109828
linear,7.356,1.40291226909254
linear,7.36,1.406666538493673
linear,7.364,1.41031968666605
linear,7.368,1.4138756423388208
linear,7.372,1.4173341703436118
linear,7.376,1.4206909367832838
linear,7.38,1.4239381988356186
linear,7.384,1.4270659191314585
linear,7.388,1.430063017583834
linear,7.392,1.432918508800717
linear,7.396,1.4356223804242343
linear,7.4,1.438166178596708
linear,7.404,1.4405433404130301
linear,7.408,1.4427493437386805
linear,7.412,1.4447817452676923
linear,7.416,1.4466401639950783
linear,7.42,1.4483262502685883
linear,7.424,1.4498436654028717
linear,7.428,1.4511980847023414
linear,7.432,1.4523972268475582
linear,7.436,1.4534509033597878
linear,7.44,1.454371071559762
linear,7.444,1.4551718617902396
linear,7.448,1.4558695346215615
linear,7.452,1.456482308873694
linear,7.456,1.4570299935552915
linear,7.46,1.4575333684910416
linear,7.464,1.4580133037665832
linear,7.468,1.4584896926926638
linear,7.472,1.4589803771248029
linear,7.476,1.4595003152134987
linear,7.48,1.4600612171013254
linear,7.484,1.4606717318771647
linear,7.488,1.4613380647743277
linear,7.492,1.4620647424766275
linear,7.496,1.4628552070401357
linear,7.5,1.4637120126826877
linear,7.5040000000000004,1.4646365728946666
linear,7.508,1.4656285883994795
linear,7.5120000000000005,1.466685415888342
linear,7.516,1.4678016652204184
linear,7.5200000000000005,1.4689692248341846
linear,7.524,1.4701777510545582
linear,7.5280000000000005,1.4714154977391134
linear,7.532,1.4726702803404934
linear,7.5360000000000005,1.4739303812717997
linear,7.54,1.4751852770555884
linear,7.5440000000000005,1.4764261517242614
linear,7.548,1.477646221855855
linear,7.5520000000000005,1.4788409280644412
linear,7.556,1.4800080529974657
linear,7.5600000000000005,1.481147818121452
linear,7.564,1.4822629993076268
linear,7.5680000000000005,1.4833590886502448
linear,7.572,1.4844445176391114
linear,7.5760000000000005,1.4855309427817076
linear,7.58,1.4866335752560746
linear,7.5840000000000005,1.4877715064917019
linear,7.588,1.4889679384865615
linear,7.5920000000000005,1.4902501753977655
linear,7.596,1.4916491942681231
linear,7.6000000000000005,1.4931986397846575
linear,7.604,1.4949332507616062
linear,7.6080000000000005,1.4968870468480406
linear,7.612,1.4990919534788119
linear,7.6160000000000005,1.5015776353576338
linear,7.62,1.5043729272614075
linear,7.6240000000000006,1.5075085041959688
linear,7.628,1.5110196207760345
linear,7.632000000000001,1.514946976016081
linear,7.636,1.5193330850752391
linear,7.640000000000001,1.5242119388980062
linear,7.644,1.5295932753358836
linear,7.648000000000001,1.535449207503023
linear,7.652,1.5417133361215551
linear,7.656000000000001,1.5482942218699016
linear,7.66,1.5550940014507884
linear,7.664000000000001,1.562022090487932
linear,7.668,1.5690011285160699
linear,7.672000000000001,1.5759675453637096
linear,7.676,1.5828697757645296
linear,7.68,1.5896659451316393
linear,7.684,1.5963217758850454
linear,7.688,1.6028089078459267
linear,7.692,1.6091036127382043
linear,7.696,1.6151858257930023
linear,7.7,1.6210384171661958
linear,7.704,1.626646640838624
linear,7.708,1.631997714437921
linear,7.712,1.6370804961368677
linear,7.716,1.6418852341467722
linear,7.72,1.6464033709850028
linear,7.724,1.6506273893889407
linear,7.728,1.6545506900682476
linear,7.732,1.6581674938636162
linear,7.736,1.6614727626114028
linear,7.74,1.6644621343032835
linear,7.744,1.6671318691154149
linear,7.748,1.669478803655582
linear,7.752,1.6715003114006262
linear,7.756,1.6731942678108116
linear,7.76,1.6745590190378246
linear,7.764,1.6755933535041077
linear,7.768,1.6762964759316172
linear,7.772,1.6766679836419947
linear,7.776,1.6767078451400383
linear,7.78,1.6764163811297372
linear,7.784,1.6757942481995438
linear,7.788,1.6748424254544578
linear,7.792,1.6735622043719118
linear,7.796,1.6719551821225973
linear,7.8,1.6700232585334593
linear,7.804,1.667768636785792
linear,7.808,1.665193827844282
linear,7.812,1.6623016585103447
linear,7.816,1.65909528289203
linear,7.82,1.655578196989199
linear,7.824,1.6517542560122898
linear,7.828,1.6476276939909251
linear,7.832,1.6432031451895568
linear,7.836,1.6384856668348697
linear,7.84,1.6334807626772452
linear,7.844,1.6281944069563519
linear,7.848,1.6226330684176582
linear,7.852,1.6168037341257455
linear,7.856,1.6107139329309899
linear,7.86,1.604371758550339
linear,7.864,1.5977858922966266
linear,7.868,1.5909656255027103
linear,7.872,1.5839208816017054
linear,7.876,1.5766622376052086
linear,7.88,1.569200944337783
linear,7.884,1.561548944223153
linear,7.888,1.5537188846964773
linear,7.892,1.5457241245148798
linear,7.896,1.537578729520623
linear,7.9,1.5292974540574211
linear,7.904,1.5208957046564082
linear,7.908,1.5123894842879282
linear,7.912,1.5037953188800204
linear,7.916,1.495130173112821
linear,7.92,1.4864113692416425
linear,7.924,1.4776565293505164
linear,7.928,1.4688835651436536
linear,7.932,1.460110736121396
linear,7.936,1.451356782353732
linear,7.94,1.4426411088371303
linear,7.944,1.4339839550797646
linear,7.948,1.425406434111845
linear,7.952,1.4169302901114142
linear,7.956,1.4085772390026716
linear,7.96,1.4003678618989184
linear,7.964,1.3923202242115487
linear,7.968,1.384448615688655
linear,7.972,1.3767628869746065
linear,7.976,1.3692686725479875
linear,7.98,1.3619684105998104
linear,7.984,1.3548627490532001
linear,7.988,1.3479518672924269
linear,7.992,1.3412364283845497
linear,7.996,1.3347181345259496
poly2,0.0,0.7995700595182523
poly2,0.004,0.7928059874710565
poly2,0.008,0.7861413944301
poly2,0.012,0.7795800929282584
poly2,0.016,0.773125973608127
poly2,0.02,0.7667830044767769
poly2,0.024,0.7605552296511788
poly2,0.028,0.754446767549726
poly2,0.032,0.7484618084843995
poly2,0.036000000000000004,0.742604611607694
poly2,0.04,0.7368795011686522
poly2,0.044,0.7312908620332691
poly2,0.048,0.7258431344262878
poly2,0.052000000000000005,0.720540807854112
poly2,0.056,0.7153884141723033
poly2,0.06,0.710390519766052
poly2,0.064,0.705551716818167
poly2,0.068,0.7008766136466159
poly2,0.07200000000000001,0.6963698241025197
poly2,0.076,0.692035956029758
poly2,0.08,0.6878795987989859
poly2,0.084,0.6839053099418172
poly2,0.088,0.6801176009250711
poly2,0.092,0.6765209221201568
poly2,0.096,0.6731196470386143
poly2,0.1,0.6699180559212717
poly2,0.10400000000000001,0.6669203187850272
poly2,0.108,0.6641304780475145
poly2,0.112,0.6615524308653893
poly2,0.116,0.6591899113361663
poly2,0.12,0.6570464727259216
poly2,0.124,0.655125469895231
poly2,0.128,0.6534300421029139
poly2,0.132,0.6519630963710862
poly2,0.136,0.6507272915952589
poly2,0.14,0.6497250235795216
poly2,0.14400000000000002,0.6489584111690444
poly2,0.148,0.648429283640198
poly2,0.152,0.6481391694926784
poly2,0.156,0.6480892867684069
poly2,0.16,0.6482805349991063
poly2,0.164,0.6487134888588841
poly2,0.168,0.6493883935705972
poly2,0.17200000000000001,0.6503051620859714
poly2,0.176,0.6514633740302308
poly2,0.18,0.652862276373204
poly2,0.184,0.6545007857612898
poly2,0.188,0.6563774924190479
poly2,0.192,0.6584906655061874
poly2,0.196,0.660838259795862
poly2,0.2,0.6634179235238722
poly2,0.20400000000000001,0.6662270072458641
poly2,0.20800000000000002,0.6692625735310088
poly2,0.212,0.6725214073159294
poly2,0.216,0.6760000267416577
poly2,0.22,0.6796946942989159
poly2,0.224,0.6836014281126757
poly2,0.228,0.6877160132053941
poly2,0.232,0.6920340125891242
poly2,0.23600000000000002,0.6965507780494324
poly2,0.24,0.7012614604983358
poly2,0.244,0.7061610197888872
poly2,0.248,0.7112442339002939
poly2,0.252,0.7165057074192451
poly2,0.256,0.7219398792602638
poly2,0.26,0.7275410295852094
poly2,0.264,0.7333032858994695
poly2,0.268,0.7392206283198713
poly2,0.272,0.7452868940269165
poly2,0.276,0.7514957809316886
poly2,0.28,0.7578408506057982
poly2,0.28400000000000003,0.7643155305411214
poly2,0.28800000000000003,0.7709131158249732
poly2,0.292,0.7776267703358555
poly2,0.296,0.7844495275850469
poly2,0.3,0.7913742913500622
poly2,0.304,0.7983938362672799
poly2,0.308,0.8055008085725538
poly2,0.312,0.8126877271999653
poly2,0.316,0.819946985469425
poly2,0.32,0.8272708536127199
poly2,0.324,0.834651482403715
poly2,0.328,0.8420809081703908
poly2,0.332,0.8495510594725643
poly2,0.336,0.8570537657276613
poly2,0.34,0.8645807680557663
poly2,0.34400000000000003,0.8721237325922999
poly2,0.34800000000000003,0.8796742664801298
poly2,0.352,0.8872239367010615
poly2,0.356,0.8947642918383772
poly2,0.36,0.9022868867771205
poly2,0.364,0.9097833102479191
poly2,0.368,0.9172452150054322
poly2,0.372,0.92466435030756
poly2,0.376,0.9320325962315682
poly2,0.38,0.9393419992348973
poly2,0.384,0.9465848082495908
poly2,0.388,0.9537535104987291
poly2,0.392,0.9608408661499068
poly2,0.396,0.9678399408829307
poly2,0.4,0.9747441354533445
poly2,0.404,0.9815472113843893
poly2,0.40800000000000003,0.9882433120188464
poly2,0.41200000000000003,0.9948269783061882
poly2,0.41600000000000004,1.0012931588832312
poly2,0.42,1.0076372142179493
poly2,0.424,1.0138549148133431
poly2,0.428,1.0199424336967833
poly2,0.432,1.0258963336350928
poly2,0.436,1.0317135497032786
poly2,0.44,1.0373913679841296
poly2,0.444,1.0429274012794525
poly2,0.448,1.0483195627680175
poly2,0.452,1.0535660385511219
poly2,0.456,1.05866525998826
poly2,0.46,1.0636158766498423
poly2,0.464,1.0684167306099848
poly2,0.468,1.0730668326796156
poly2,0.47200000000000003,1.077565341047673
poly2,0.47600000000000003,1.0819115426642294
poly2,0.48,1.0861048375706814
poly2,0.484,1.0901447262637747
poly2,0.488,1.0940308000755188
poly2,0.492,1.0977627344619727
poly2,0.496,1.1013402850209972
poly2,0.5,1.104763286002123
poly2,0.504,1.1080316510297352
poly2,0.508,1.1111453757323975
poly2,0.512,1.1141045419547762
poly2,0.516,1.1169093232225888
poly2,0.52,1.1195599911336351
poly2,0.524,1.1220569223576784
poly2,0.528,1.1244006059433282
poly2,0.532,1.126591650649728
poly2,0.536,1.1286307920437306
poly2,0.54,1.1305188991283297
poly2,0.544,1.1322569802946436
poly2,0.548,1.1338461884172015
poly2,0.552,1.1352878249401717
poly2,0.556,1.1365833428303609
poly2,0.56,1.13773434830108
poly2,0.5640000000000001,1.1387426012392585
poly2,0.5680000000000001,1.1396100142964336
poly2,0.5720000000000001,1.1403386506322346
poly2,0.5760000000000001,1.140930720326503
poly2,0.58,1.1413885755028932
poly2,0.584,1.1417147042321119
poly2,0.588,1.141911723306371
poly2,0.592,1.1419823699974878
poly2,0.596,1.1419294929287038
poly2,0.6,1.1417560422042383
poly2,0.604,1.1414650589503508
poly2,0.608,1.1410596644270545
poly2,0.612,1.1405430488705341
poly2,0.616,1.1399184602229686
poly2,0.62,1.1391891928991449
poly2,0.624,1.1383585767285556
poly2,0.628,1.1374299661981961
poly2,0.632,1.1364067301057261
poly2,0.636,1.135292241715829
poly2,0.64,1.1340898694951052
poly2,0.644,1.132802968483428
poly2,0.648,1.1314348723428562
poly2,0.652,1.1299888861094547
poly2,0.656,1.12846827965903
poly2,0.66,1.1268762818851012
poly2,0.664,1.1252160755765337
poly2,0.668,1.123490792973179
poly2,0.672,1.121703511970584
poly2,0.676,1.1198572529392496
poly2,0.68,1.1179549761198941
poly2,0.684,1.1159995795535531
poly2,0.6880000000000001,1.113993897503928
poly2,0.6920000000000001,1.1119406993290308
poly2,0.6960000000000001,1.1098426887596273
poly2,0.7000000000000001,1.1077025035431458
poly2,0.704,1.1055227154133864
poly2,0.708,1.1033058303484211
poly2,0.712,1.1010542890814072
poly2,0.716,1.0987704678315073
poly2,0.72,1.0964566792246728
poly2,0.724,1.0941151733766132
poly2,0.728,1.0917481391127835
poly2,0.732,1.0893577053026502
poly2,0.736,1.0869459422878083
poly2,0.74,1.0845148633856778
poly2,0.744,1.0820664264525393
poly2,0.748,1.0796025354915018
poly2,0.752,1.0771250422927128
poly2,0.756,1.074635748094639
poly2,0.76,1.072136405256645
poly2,0.764,1.0696287189343143
poly2,0.768,1.0671143487500845
poly2,0.772,1.0645949104527155
poly2,0.776,1.062071977559979
poly2,0.78,1.0595470829797071
poly2,0.784,1.0570217206049732
poly2,0.788,1.0544973468797552
poly2,0.792,1.0519753823319014
poly2,0.796,1.0494572130706403
poly2,0.8,1.0469441922462086
poly2,0.804,1.04443764146948
poly2,0.808,1.0419388521897073
poly2,0.812,1.0394490870286912
poly2,0.8160000000000001,1.0369695810698574
poly2,0.8200000000000001,1.0345015431008409
poly2,0.8240000000000001,1.0320461568082857
poly2,0.8280000000000001,1.0296045819236328
poly2,0.8320000000000001,1.027177955318736
poly2,0.836,1.0247673920501668
poly2,0.84,1.0223739863511025
poly2,0.844,1.0199988125696937
poly2,0.848,1.0176429260528042
poly2,0.852,1.0153073639740167
poly2,0.856,1.012993146104765
poly2,0.86,1.0107012755274496
poly2,0.864,1.0084327392893568
poly2,0.868,1.0061885089961762
poly2,0.872,1.0039695413438994
poly2,0.876,1.001776778587828
poly2,0.88,0.999611148947421
poly2,0.884,0.9974735669456696
poly2,0.888,0.995364933681671
poly2,0.892,0.9932861370350553
poly2,0.896,0.9912380518009009
poly2,0.9,0.9892215397537655
poly2,0.904,0.987237449639446
poly2,0.908,0.9852866170930831
poly2,0.912,0.9833698644822186
poly2,0.916,0.9814880006734213
poly2,0.92,0.9796418207211032
poly2,0.924,0.977832105477151
poly2,0.928,0.976059621120019
poly2,0.932,0.9743251186019318
poly2,0.936,0.9726293330128666
poly2,0.9400000000000001,0.970972982859997
poly2,0.9440000000000001,0.9693567692612948
poly2,0.9480000000000001,0.9677813750519964
poly2,0.9520000000000001,0.966247463802658
poly2,0.9560000000000001,0.9647556787475275
poly2,0.96,0.9633066416219691
poly2,0.964,0.9619009514076886
poly2,0.968,0.960539182984499
poly2,0.972,0.9592218856873789
poly2,0.976,0.9579495817675759
poly2,0.98,0.9567227647565139
poly2,0.984,0.9555418977312774
poly2,0.988,0.9544074114804759
poly2,0.992,0.9533197025693273
poly2,0.996,0.952279131302876
poly2,1.0,0.951286019586358
poly2,1.004,0.9503406486818804
poly2,1.008,0.9494432568607977
poly2,1.012,0.9485940369514412
poly2,1.016,0.9477931337822738
poly2,1.02,0.9470406415210247
poly2,1.024,0.946336600911039
poly2,1.028,0.9456809964069132
poly2,1.032,0.9450737532125432
poly2,1.036,0.9445147342260339
poly2,1.04,0.9440037368975288
poly2,1.044,0.9435404900079692
poly2,1.048,0.943124650379173
poly2,1.052,0.9427557995283824
poly2,1.056,0.9424334402837466
poly2,1.06,0.9421569933810134
poly2,1.064,0.941925794066095
poly2,1.068,0.9417390887331673
poly2,1.072,0.9415960316335281
poly2,1.076,0.9414956816966205
poly2,1.08,0.9414369995112757
poly2,1.084,0.9414188445223667
poly2,1.088,0.941439972505399
poly2,1.092,0.9414990333890234
poly2,1.096,0.9415945695026442
poly2,1.1,0.9417250143329337
poly2,1.104,0.9418886918786809
poly2,1.108,0.9420838166975187
poly2,1.112,0.9423084947401428
poly2,1.116,0.9425607250670781
poly2,1.12,0.9428384025393385
poly2,1.124,0.9431393215669518
poly2,1.1280000000000001,0.9434611809879809
poly2,1.1320000000000001,0.9438015901352108
poly2,1.1360000000000001,0.9441580761282511
poly2,1.1400000000000001,0.9445280924059413
poly2,1.1440000000000001,0.9449090284884528
poly2,1.1480000000000001,0.9452982209316867
poly2,1.1520000000000001,0.9456929654099193
poly2,1.156,0.9460905298379361
poly2,1.16,0.9464881684227955
poly2,1.164,0.9468831365193937
poly2,1.168,0.9472727061540706
poly2,1.172,0.9476541820769198
poly2,1.176,0.9480249182055245
poly2,1.18,0.9483823343289343
poly2,1.184,0.94872393294836
poly2,1.188,0.9490473161372242
poly2,1.192,0.9493502023046491
poly2,1.196,0.949630442740351
poly2,1.2,0.949886037803313
poly2,1.204,0.9501151525910394
poly2,1.208,0.9503161318919571
poly2,1.212,0.9504875141837047
poly2,1.216,0.9506280443995507
poly2,1.22,0.9507366851499519
poly2,1.224,0.9508126260629115
poly2,1.228,0.950855290901423
poly2,1.232,0.9508643421337691
poly2,1.236,0.9508396826755515
poly2,1.24,0.9507814545911047
poly2,1.244,0.9506900346335809
poly2,1.248,0.9505660266118297
poly2,1.252,0.9504102506904545
poly2,1.256,0.9502237298479195
poly2,1.26,0.9500076738269639
poly2,1.264,0.9497634610032891
poly2,1.268,0.9494926186658985
poly2,1.272,0.949196802241401
poly2,1.276,0.9488777740037604
poly2,1.28,0.948537381791801
poly2,1.284,0.9481775382130578
poly2,1.288,0.9478002007496631
poly2,1.292,0.9474073531062641
poly2,1.296,0.9470009880578079
poly2,1.3,0.9465830919724331
poly2,1.304,0.9461556311065328
poly2,1.308,0.9457205396990996
poly2,1.312,0.9452797098330977
poly2,1.316,0.9448349829840741
poly2,1.32,0.9443881431406849
poly2,1.324,0.943940911357601
poly2,1.328,0.9434949415872046
poly2,1.332,0.9430518176310775
poly2,1.336,0.9426130510537944
poly2,1.34,0.942180079908389
poly2,1.344,0.9417542681334934
poly2,1.348,0.9413369054952188
poly2,1.352,0.9409292079612449
poly2,1.356,0.9405323184093856
poly2,1.36,0.9401473075874464
poly2,1.364,0.9397751752549359
poly2,1.368,0.9394168514498776
poly2,1.372,0.9390731978353015
poly2,1.3760000000000001,0.9387450090899983
poly2,1.3800000000000001,0.9384330143166653
poly2,1.3840000000000001,0.9381378784478247
poly2,1.3880000000000001,0.9378602036358725
poly2,1.3920000000000001,0.9376005306184725
poly2,1.3960000000000001,0.9373593400543878
poly2,1.4000000000000001,0.9371370538278612
poly2,1.4040000000000001,0.9369340363219612
poly2,1.408,0.9367505956630813
poly2,1.412,0.9365869849400564
poly2,1.416,0.9364434034023599
poly2,1.42,0.9363199976425914
poly2,1.424,0.9362168627690928
poly2,1.428,0.9361340435751118
poly2,1.432,0.9360715357115298
poly2,1.436,0.9360292868708233
poly2,1.44,0.9360071979907041
poly2,1.444,0.9360051244867804
poly2,1.448,0.9360228775246082
poly2,1.452,0.9360602253426512
poly2,1.456,0.9361168946389384
poly2,1.46,0.9361925720354731
poly2,1.464,0.9362869056357571
poly2,1.468,0.9363995066919267
poly2,1.472,0.9365299513989708
poly2,1.476,0.9366777828340839
poly2,1.48,0.9368425130593299
poly2,1.484,0.9370236254052532
poly2,1.488,0.9372205769517509
poly2,1.492,0.9374328012202104
poly2,1.496,0.937659711087551
poly2,1.5,0.9379007019281712
poly2,1.504,0.9381551549839475
poly2,1.508,0.9384224409552202
poly2,1.512,0.9387019237972953
poly2,1.516,0.9389929646974944
poly2,1.52,0.9392949261974399
poly2,1.524,0.9396071764144805
poly2,1.528,0.9399290933053385
poly2,1.532,0.9402600689048105
poly2,1.536,0.9405995134632701
poly2,1.54,0.9409468593994783
poly2,1.544,0.9413015649804795
poly2,1.548,0.9416631176387193
poly2,1.552,0.9420310368384974
poly2,1.556,0.9424048764097425
poly2,1.56,0.9427842262770284
poly2,1.564,0.9431687135255741
poly2,1.568,0.943558002763336
poly2,1.572,0.9439517957585615
poly2,1.576,0.944349830354499
poly2,1.58,0.9447518786863809
poly2,1.584,0.9451577447491815
poly2,1.588,0.9455672613869867
poly2,1.592,0.9459802867949941
poly2,1.596,0.9463967006423868
poly2,1.6,0.9468163999378294
poly2,1.604,0.9472392947687045
poly2,1.608,0.947665304050153
poly2,1.612,0.9480943514205293
poly2,1.616,0.9485263614161547
poly2,1.62,0.9489612560506104
poly2,1.624,0.9493989519126579
poly2,1.6280000000000001,0.9498393578826795
poly2,1.6320000000000001,0.9502823735508386
poly2,1.6360000000000001,0.9507278884013888
poly2,1.6400000000000001,0.9511757818072475
poly2,1.6440000000000001,0.9516259238574595
poly2,1.6480000000000001,0.9520781770179492
poly2,1.6520000000000001,0.9525323986033822
poly2,1.6560000000000001,0.9529884440154026
poly2,1.6600000000000001,0.9534461706804663
poly2,1.6640000000000001,0.953905442599375
poly2,1.668,0.9543661354010012
poly2,1.672,0.9548281417751635
poly2,1.676,0.9552913771447882
poly2,1.68,0.9557557854260301
poly2,1.684,0.9562213447175367
poly2,1.688,0.956688072757075
poly2,1.692,0.9571560319856941
poly2,1.696,0.9576253340667271
poly2,1.7,0.9580961437192203
poly2,1.704,0.9585686817425675
poly2,1.708,0.9590432271306906
poly2,1.712,0.95952011819926
poly2,1.716,0.9599997526771655
poly2,1.72,0.9604825867425586
poly2,1.724,0.9609691330130132
poly2,1.728,0.9614599575274314
poly2,1.732,0.961955675783033
poly2,1.736,0.9624569479131226
poly2,1.74,0.9629644731094684
poly2,1.744,0.9634789834065691
poly2,1.748,0.9640012369535296
poly2,1.752,0.9645320109027932
poly2,1.756,0.9650720940438307
poly2,1.76,0.9656222793046136
poly2,1.764,0.9661833562349142
poly2,1.768,0.9667561035739635
poly2,1.772,0.9673412819915495
poly2,1.776,0.9679396270770175
poly2,1.78,0.9685518426356012
poly2,1.784,0.9691785943366702
poly2,1.788,0.9698205037443961
poly2,1.792,0.9704781427484178
poly2,1.796,0.9711520284006303
poly2,1.8,0.971842618154432
poly2,1.804,0.9725503054947646
poly2,1.808,0.9732754159410618
poly2,1.812,0.9740182034007766
poly2,1.816,0.9747788468483998
poly2,1.82,0.9755574473036838
poly2,1.824,0.9763540250830538
poly2,1.828,0.9771685172997311
poly2,1.832,0.9780007755908479
poly2,1.836,0.9788505640535835
poly2,1.84,0.979717557377047
poly2,1.844,0.980601339162097
poly2,1.848,0.9815014004274383
poly2,1.852,0.9824171383070268
poly2,1.856,0.9833478549509426
poly2,1.86,0.9842927566492765
poly2,1.864,0.985250953206083
poly2,1.868,0.9862214575978425
poly2,1.872,0.9872031859579083
poly2,1.8760000000000001,0.9881949579347824
poly2,1.8800000000000001,0.9891954974773848
poly2,1.8840000000000001,0.9902034341043315
poly2,1.8880000000000001,0.9912173047161366
poly2,1.8920000000000001,0.9922355560086439
poly2,1.8960000000000001,0.9932565475423599
poly2,1.9000000000000001,0.9942785555151239
poly2,1.9040000000000001,0.9952997772742955
poly2,1.9080000000000001,0.9963183365890111
poly2,1.9120000000000001,0.9973322896829797
poly2,1.9160000000000001,0.9983396320039294
poly2,1.92,0.9993383056778237
poly2,1.924,1.000326207565347
poly2,1.928,1.0013011978065103
poly2,1.932,1.002261108708597
poly2,1.936,1.0032037538055492
poly2,1.94,1.0041269368959906
poly2,1.944,1.0050284608552977
poly2,1.948,1.0059061360169177
poly2,1.952,1.006757787931567
poly2,1.956,1.0075812643410402
poly2,1.96,1.0083744412460334
poly2,1.964,1.0091352280030939
poly2,1.968,1.0098615714516417
poly2,1.972,1.010551459143717
poly2,1.976,1.0112029218215295
poly2,1.98,1.0118140353552423
poly2,1.984,1.0123829224100553
poly2,1.988,1.0129077541523874
poly2,1.992,1.0133867523257973
poly2,1.996,1.0138181920255929
poly2,2.0,1.0142004054760316
poly2,2.004,1.0145317870664103
poly2,2.008,1.0148107998346572
poly2,2.012,1.0150359835030907
poly2,2.016,1.0152059640756117
poly2,2.02,1.0153194649042423
poly2,2.024,1.0153753190313615
poly2,2.028,1.015372482517866
poly2,2.032,1.0153100483821447
poly2,2.036,1.0151872607049446
poly2,2.04,1.0150035284049033
poly2,2.044,1.0147584381619148
poly2,2.048,1.0144517659627355
poly2,2.052,1.0140834867664508
poly2,2.056,1.013653781836534
poly2,2.06,1.0131630433598695
poly2,2.064,1.0126118760683929
poly2,2.068,1.0120010956916956
poly2,2.072,1.0113317241931605
poly2,2.076,1.0106049818710874
poly2,2.08,1.0098222765320344
poly2,2.084,1.0089851900583584
poly2,2.088,1.0080954627884404
poly2,2.092,1.0071549762003342
poly2,2.096,1.0061657344336383
poly2,2.1,1.0051298451986628
poly2,2.104,1.0040495006073373
poly2,2.108,1.002926958419958
poly2,2.112,1.0017645241407191
poly2,2.116,1.000564534319139
poly2,2.12,0.9993293413303979
poly2,2.124,0.9980612998215189
poly2,2.128,0.9967627549276221
poly2,2.132,0.9954360322874928
poly2,2.136,0.9940834298233195
poly2,2.14,0.9927072111974138
poly2,2.144,0.9913096008194844
poly2,2.148,0.9898927802511691
poly2,2.152,0.9884588858389431
poly2,2.156,0.9870100074005965
poly2,2.16,0.9855481877925076
poly2,2.164,0.9840754231930182
poly2,2.168,0.982593663949691
poly2,2.172,0.9811048158534851
poly2,2.176,0.9796107417196168
poly2,2.18,0.9781132631719979
poly2,2.184,0.9766141625447773
poly2,2.188,0.975115184830106
poly2,2.192,0.9736180396152999
poly2,2.196,0.9721244029649337
poly2,2.2,0.9706359192138961
poly2,2.204,0.9691542026461525
poly2,2.208,0.9676808390409743
poly2,2.212,0.9662173870739107
poly2,2.216,0.9647653795639993
poly2,2.22,0.9633263245619131
poly2,2.224,0.9619017062761408
