model,t,mean_error
forest,1.456,0.13397126918591712
forest,1.46,0.13639083351932896
forest,1.464,0.1322732604095169
forest,1.468,0.13596533770592092
forest,1.472,0.13215710204006098
forest,1.476,0.13045473204380528
forest,1.48,0.13319516621938104
forest,1.484,0.12880370987580675
forest,1.488,0.1310329939194774
forest,1.492,0.12654423860901937
forest,1.496,0.13058957442451397
forest,1.5,0.1254204021160728
forest,1.504,0.12506184456076458
forest,1.508,0.1282027321252158
forest,1.512,0.12284521692184562
forest,1.516,0.12596592488698793
forest,1.52,0.12216755665409071
forest,1.524,0.12310693678251665
forest,1.528,0.1178308041151088
forest,1.532,0.11715523265266001
forest,1.536,0.1202624549911894
forest,1.54,0.1171668088113669
forest,1.544,0.11829183960664691
forest,1.548,0.11536294529959304
forest,1.552,0.11554304825551272
forest,1.556,0.11260703265244196
forest,1.56,0.11244576311919133
forest,1.564,0.11231533624165746
forest,1.568,0.10881334212659333
forest,1.572,0.10942905121560391
forest,1.576,0.10749396788695117
forest,1.58,0.11008430277007294
forest,1.584,0.10845977360136042
forest,1.588,0.10975779475258311
forest,1.592,0.1064895086426482
forest,1.596,0.1070036585435515
forest,1.6,0.10680643768953399
forest,1.604,0.10445749307219862
forest,1.608,0.1070029109568323
forest,1.612,0.10458645257090753
forest,1.616,0.10705322582282942
forest,1.62,0.1049691646487595
forest,1.624,0.10421690678429266
forest,1.6280000000000001,0.10498885276515915
forest,1.6320000000000001,0.10435580995022235
forest,1.6360000000000001,0.10486213304313174
forest,1.6400000000000001,0.1059887286721862
forest,1.6440000000000001,0.10820399449850729
forest,1.6480000000000001,0.10721055348861037
forest,1.6520000000000001,0.10722410351334444
forest,1.6560000000000001,0.10887895410024909
forest,1.6600000000000001,0.10787701145629783
forest,1.6640000000000001,0.10952328638939213
forest,1.668,0.11066230507184054
forest,1.672,0.11104095581598308
forest,1.676,0.11030998047533296
forest,1.68,0.11057466086153549
forest,1.684,0.1111094926972394
forest,1.688,0.11160175751281634
forest,1.692,0.11151308957187153
forest,1.696,0.1127828106084899
forest,1.7,0.11268958966256501
forest,1.704,0.11354301622718607
forest,1.708,0.11432645103685157
forest,1.712,0.1148915045627569
forest,1.716,0.11548622588106623
forest,1.72,0.11669157588183812
forest,1.724,0.1161512749084223
forest,1.728,0.1163650798122361
forest,1.732,0.11774548648950975
forest,1.736,0.1181834905063617
forest,1.74,0.11793373056668047
forest,1.744,0.11890422333347687
forest,1.748,0.11930647533177863
forest,1.752,0.12016232705931403
forest,1.756,0.12072424605150629
forest,1.76,0.12078051204171465
forest,1.764,0.12024681285553918
forest,1.768,0.12129278209212706
forest,1.772,0.12203053735437674
forest,1.776,0.12185975465498995
forest,1.78,0.1223994136480923
forest,1.784,0.12234457978785333
forest,1.788,0.1245716940603665
forest,1.792,0.12472628680753836
forest,1.796,0.12639475395385583
forest,1.8,0.12588861221224418
forest,1.804,0.12559813941997577
forest,1.808,0.12592801598933173
forest,1.812,0.12324108142903716
forest,1.816,0.1237811989251649
forest,1.82,0.12303027658624222
forest,1.824,0.12523362757123258
forest,1.828,0.1260715315903973
forest,1.832,0.12749279240503414
forest,1.836,0.1294531697590041
forest,1.84,0.12956916349058362
forest,1.844,0.13170978126987903
forest,1.848,0.13033743840686343
forest,1.852,0.13281348010804483
forest,1.856,0.13320693016904986
forest,1.86,0.13352740188664883
forest,1.864,0.13366855832300845
forest,1.868,0.13419024899378298
forest,1.872,0.13654426144056347
forest,1.8760000000000001,0.13751610534930198
forest,1.8800000000000001,0.14004926513345256
forest,1.8840000000000001,0.14268728931251112
forest,1.8880000000000001,0.14163162318225303
forest,1.8920000000000001,0.14448202919913894
forest,1.8960000000000001,0.14633587933803166
forest,1.9000000000000001,0.14723114607432586
forest,1.9040000000000001,0.14697362666825903
forest,1.9080000000000001,0.149397683869294
forest,1.9120000000000001,0.1488708968218136
forest,1.9160000000000001,0.150385040564835
forest,1.92,0.15188054417397062
forest,1.924,0.15608770676307587
forest,1.928,0.15899303847386517
forest,1.932,0.16070303696131294
forest,1.936,0.1633023647683099
forest,1.94,0.1644643006499223
forest,1.944,0.16441257639880624
forest,1.948,0.1652415958374164
forest,1.952,0.1649130907121256
forest,1.956,0.17008480847042923
forest,1.96,0.16776483295328926
forest,1.964,0.1699385647675971
forest,1.968,0.1688214807623643
forest,1.972,0.1717010222129624
forest,1.976,0.17217777162284723
forest,1.98,0.17418479747947405
forest,1.984,0.17793413300018004
forest,1.988,0.17934481153708265
forest,1.992,0.1771638210682644
forest,1.996,0.17452484796919732
forest,2.0,0.17264740649591784
forest,2.004,0.173129161576072
forest,2.008,0.1747739372747925
forest,2.012,0.17522446890829724
forest,2.016,0.17808306323895284
forest,2.02,0.18034671257284246
forest,2.024,0.17918496949929083
forest,2.028,0.17736499371190168
forest,2.032,0.17960819752839569
forest,2.036,0.17961238595678075
forest,2.04,0.1782644977387067
forest,2.044,0.17902844427373635
forest,2.048,0.1763499932443014
forest,2.052,0.17897730867604272
forest,2.056,0.17941302209796534
forest,2.06,0.17658054803532072
forest,2.064,0.1765926230998602
forest,2.068,0.17251561614439836
forest,2.072,0.17309196364099697
forest,2.076,0.17427879541606175
forest,2.08,0.17554179986928434
forest,2.084,0.1730823353200886
forest,2.088,0.17536081702870426
forest,2.092,0.17484335209387716
forest,2.096,0.1739215661265964
forest,2.1,0.17368669974770806
forest,2.104,0.17199740213865758
forest,2.108,0.1738864168096804
forest,2.112,0.17221613376945127
forest,2.116,0.17187959823824428
forest,2.12,0.17139245603525777
forest,2.124,0.16991979394045562
forest,2.128,0.17144154540509687
forest,2.132,0.17092937113054976
forest,2.136,0.17032953941086748
forest,2.14,0.169441714226354
forest,2.144,0.17056909940839796
forest,2.148,0.17031728665969795
forest,2.152,0.17009613127793938
forest,2.156,0.17080763460654255
forest,2.16,0.1701377362358351
forest,2.164,0.17041450952278814
forest,2.168,0.1708778968369319
forest,2.172,0.17181328923583905
forest,2.176,0.17081916892855215
forest,2.18,0.17198241440580606
forest,2.184,0.17126597312863728
forest,2.188,0.1712542237852192
forest,2.192,0.1710643426732135
forest,2.196,0.1717252176998175
forest,2.2,0.1718091075618985
forest,2.204,0.1742525409933252
forest,2.208,0.17503416202160313
forest,2.212,0.1753653597050496
forest,2.216,0.17524402890534027
forest,2.22,0.1744565025273749
forest,2.224,0.17455148448712204
forest,2.228,0.17541779800990534
forest,2.232,0.17551789129159281
forest,2.236,0.17427893987178864
forest,2.24,0.17397590017067746
forest,2.244,0.17318954379094106
forest,2.248,0.1750912853706379
forest,2.2520000000000002,0.1752438207089173
forest,2.2560000000000002,0.17569742920433348
forest,2.2600000000000002,0.1744116609325447
forest,2.2640000000000002,0.17325087998563377
forest,2.2680000000000002,0.17259156994800678
forest,2.2720000000000002,0.17185108689108924
forest,2.2760000000000002,0.16884903193932016
forest,2.2800000000000002,0.16817493055416746
forest,2.2840000000000003,0.16894011795008798
forest,2.2880000000000003,0.16971705607532012
forest,2.2920000000000003,0.16715080553625067
forest,2.2960000000000003,0.16499323244504022
forest,2.3000000000000003,0.16446651985404973
forest,2.3040000000000003,0.16347970331223394
forest,2.308,0.16496776628605608
forest,2.312,0.16423930192187297
forest,2.316,0.1634185517317161
forest,2.32,0.16578548727558848
forest,2.324,0.16664984930076848
forest,2.328,0.16820714937839887
forest,2.332,0.16646642129997
forest,2.336,0.16696156600189385
forest,2.34,0.16638297129944074
forest,2.344,0.16709674308632538
forest,2.348,0.1637810562370236
forest,2.352,0.16273726206881883
forest,2.356,0.1624410776491349
forest,2.36,0.1627771892403745
forest,2.364,0.16484509749197068
forest,2.368,0.16225029601668062
forest,2.372,0.16259205690648854
forest,2.376,0.16231398338097575
forest,2.38,0.16310213388478556
forest,2.384,0.1598207614258516
forest,2.388,0.15967732337529586
forest,2.392,0.15857494972210945
forest,2.396,0.15781192280583167
forest,2.4,0.15835824725136521
forest,2.404,0.15658497137073069
forest,2.408,0.15541441859559796
forest,2.412,0.15540462093552662
forest,2.416,0.15389804779772445
forest,2.42,0.15616475028664364
forest,2.424,0.15398467607892452
forest,2.428,0.15111967431808454
forest,2.432,0.15083342922281157
forest,2.436,0.15261031885746135
forest,2.44,0.15002756455334837
forest,2.444,0.15033898600695456
forest,2.448,0.1528758433897594
forest,2.452,0.15401561453200105
forest,2.456,0.15721898717408453
forest,2.46,0.15740381781705132
forest,2.464,0.16114394416980188
forest,2.468,0.1632657765247833
forest,2.472,0.16591028530265112
forest,2.476,0.16871202050643558
forest,2.48,0.16969312470602507
forest,2.484,0.17130493253769372
forest,2.488,0.17256911641538727
forest,2.492,0.1761193356281662
forest,2.496,0.17570359492451265
forest,2.5,0.17797079506923405
forest,2.504,0.17974445498788305
forest,2.508,0.1806209036195165
forest,2.512,0.18357054812274237
forest,2.516,0.18390434865765434
forest,2.52,0.18483415194258648
forest,2.524,0.18704388819766993
forest,2.528,0.18935732013830897
forest,2.532,0.18910884858058913
forest,2.536,0.1918811844962986
forest,2.54,0.1939896815437975
forest,2.544,0.19757293568989462
forest,2.548,0.20070432742362837
forest,2.552,0.20279304822302385
forest,2.556,0.2058561451106297
forest,2.56,0.21237676223965588
forest,2.564,0.2185603407821748
forest,2.568,0.22520747197603344
forest,2.572,0.2302772846751155
forest,2.576,0.2361652123143736
forest,2.58,0.24246075780635662
forest,2.584,0.24957820118686777
forest,2.588,0.25704795513886874
forest,2.592,0.26457335079578304
forest,2.596,0.2712911490458282
forest,2.6,0.2784069607484905
forest,2.604,0.28464056578875485
forest,2.608,0.2918413695273815
forest,2.612,0.3000209021613708
forest,2.616,0.30798452471400417
forest,2.62,0.31441356853250585
forest,2.624,0.31954363127838414
forest,2.628,0.3240461232692719
forest,2.632,0.3274693334002044
forest,2.636,0.3314906739726716
forest,2.64,0.337726512876917
forest,2.644,0.34470242486766217
forest,2.648,0.34824006620776515
forest,2.652,0.35423757815337187
forest,2.656,0.35841184210505295
forest,2.66,0.36220365808896704
forest,2.664,0.36796011175271764
forest,2.668,0.3757930018088852
forest,2.672,0.38430789689509093
forest,2.676,0.3929236054869835
forest,2.68,0.40316025334362127
forest,2.684,0.4140639525259596
forest,2.688,0.42568091407846237
forest,2.692,0.4371697480466524
forest,2.696,0.4491755402297075
forest,2.7,0.4594942416579628
forest,2.704,0.46761546875091187
forest,2.708,0.47223224881752435
forest,2.712,0.47539630776531033
forest,2.716,0.4778542260658397
forest,2.72,0.4810518239801259
forest,2.724,0.48439444725676173
forest,2.728,0.48610376034741876
forest,2.732,0.49214003129953243
forest,2.736,0.4980461123214489
forest,2.74,0.5046377640712737
forest,2.744,0.5099412382340981
forest,2.748,0.5151791524046077
forest,2.7520000000000002,0.5208791995317366
forest,2.7560000000000002,0.5271565019181426
forest,2.7600000000000002,0.5327213387237711
forest,2.7640000000000002,0.5371320957108658
forest,2.7680000000000002,0.5434855996175042
forest,2.7720000000000002,0.549868216580603
forest,2.7760000000000002,0.55806854216558
forest,2.7800000000000002,0.5657804798138386
forest,2.7840000000000003,0.5732179490826665
forest,2.7880000000000003,0.5791474607910875
forest,2.7920000000000003,0.586842895159376
forest,2.7960000000000003,0.5948497245287969
forest,2.8000000000000003,0.6022940562526895
forest,2.8040000000000003,0.6098429925100832
forest,2.8080000000000003,0.6171600346831896
forest,2.8120000000000003,0.629679149570127
forest,2.816,0.6413513507638333
forest,2.82,0.6506824124943257
forest,2.824,0.6596868349342132
forest,2.828,0.6675693428557281
forest,2.832,0.6769011353524387
forest,2.836,0.6846337926731852
forest,2.84,0.6920091111674174
forest,2.844,0.6969752857731131
forest,2.848,0.702822600823344
forest,2.852,0.7078579308152583
forest,2.856,0.7137743676675805
forest,2.86,0.7178748081918012
forest,2.864,0.7208874616191652
forest,2.868,0.7261234108064464
forest,2.872,0.7303471138626132
forest,2.876,0.7334544031742857
forest,2.88,0.7382156656701573
forest,2.884,0.7446037579425123
forest,2.888,0.7506850619623051
forest,2.892,0.7579190835626645
forest,2.896,0.7647675536357906
forest,2.9,0.7712677769448881
forest,2.904,0.7786139552727198
forest,2.908,0.7847057043979228
forest,2.912,0.791969896163003
forest,2.916,0.7972893558172629
forest,2.92,0.8006595598085614
forest,2.924,0.8035107078963334
forest,2.928,0.8057059856222069
forest,2.932,0.8068760258881296
forest,2.936,0.8085591034639756
forest,2.94,0.8112468562697494
forest,2.944,0.813118284857698
forest,2.948,0.8157146869457336
forest,2.952,0.8190934093497063
forest,2.956,0.8221240370446654
forest,2.96,0.825758323935335
forest,2.964,0.8292056682100654
forest,2.968,0.8321787104456352
forest,2.972,0.8345876695378319
forest,2.976,0.837540146638732
forest,2.98,0.8414655171905796
forest,2.984,0.8430764598988729
forest,2.988,0.8448797953246068
forest,2.992,0.8463584699027317
forest,2.996,0.8489759828013026
forest,3.0,0.850925533152604
forest,3.004,0.8517096274817995
forest,3.008,0.8528695166992915
forest,3.012,0.8529036053827493
forest,3.016,0.8545134429878344
forest,3.02,0.8548211108791188
forest,3.024,0.8548633386310509
forest,3.028,0.8544573780099791
forest,3.032,0.8548564197645738
forest,3.036,0.8555652338133726
forest,3.04,0.8552605709543013
forest,3.044,0.8546090444737082
forest,3.048,0.8538592591648623
forest,3.052,0.8545784262004993
forest,3.056,0.8547354112689552
forest,3.06,0.8547985956324966
forest,3.064,0.8542630632846266
forest,3.068,0.8527619668729243
forest,3.072,0.8556708485821483
forest,3.076,0.8546152992173018
forest,3.08,0.8548297470199753
forest,3.084,0.8557279174972721
forest,3.088,0.8575533658847716
forest,3.092,0.8574746528080578
forest,3.096,0.8557993611768382
forest,3.1,0.8485714884625523
forest,3.104,0.8420573318856521
forest,3.108,0.8410745904045124
forest,3.112,0.8391865776441261
forest,3.116,0.8383472879413745
forest,3.12,0.8376752745511672
forest,3.124,0.836801736349355
forest,3.128,0.8387939699785374
forest,3.132,0.8381445876488168
forest,3.136,0.8398107821506082
forest,3.14,0.8396252047741992
forest,3.144,0.8401077093072546
forest,3.148,0.8391711365408427
forest,3.152,0.8359129392073061
forest,3.156,0.8347965204143417
forest,3.16,0.8303508678317619
forest,3.164,0.8295356313689404
forest,3.168,0.8282698200333561
forest,3.172,0.8249238165320477
forest,3.176,0.8211622092822781
forest,3.18,0.8220985903811787
forest,3.184,0.8208544536419264
forest,3.188,0.8215973356724279
forest,3.192,0.8209679506474099
forest,3.196,0.8188103795535969
forest,3.2,0.82015400033152
forest,3.204,0.8210782579507606
forest,3.208,0.8208621948432618
forest,3.212,0.8194432321532081
forest,3.216,0.8190642385211928
forest,3.22,0.8232555632574814
forest,3.224,0.8265037161922113
forest,3.228,0.8326164314613088
forest,3.232,0.8372356647280071
forest,3.236,0.8460371888073063
forest,3.24,0.8545184250138769
forest,3.244,0.8598308055909074
forest,3.248,0.8641396753631729
forest,3.2520000000000002,0.8630194149209964
forest,3.2560000000000002,0.8667841758917936
forest,3.2600000000000002,0.86718148704499
forest,3.2640000000000002,0.8695483167062568
forest,3.2680000000000002,0.8723181273192612
forest,3.2720000000000002,0.8720552779355554
forest,3.2760000000000002,0.8759722138991307
forest,3.2800000000000002,0.875457471225913
forest,3.2840000000000003,0.875770625102213
forest,3.2880000000000003,0.8751977683357293
forest,3.2920000000000003,0.8769618569751467
forest,3.2960000000000003,0.876615612760617
forest,3.3000000000000003,0.8774869049019971
forest,3.3040000000000003,0.878130702174827
forest,3.3080000000000003,0.8778138195749596
forest,3.3120000000000003,0.880764469744526
forest,3.3160000000000003,0.8833684482321337
forest,3.3200000000000003,0.8845654051647671
forest,3.3240000000000003,0.8866891242463263
forest,3.3280000000000003,0.8874041476500899
forest,3.332,0.8907258870749087
forest,3.336,0.8928164995481579
forest,3.34,0.895037161900162
forest,3.344,0.8966672885500773
forest,3.348,0.8990978172442162
forest,3.352,0.9007558566633058
forest,3.356,0.9029278776527484
forest,3.36,0.9053531288867738
forest,3.364,0.9070293715207665
forest,3.368,0.911341513663241
forest,3.372,0.915385129798793
forest,3.376,0.9200124479361923
forest,3.38,0.9237253965038136
forest,3.384,0.9317458340418409
forest,3.388,0.9388465228684572
forest,3.392,0.9451315230194879
forest,3.396,0.9507324736043401
forest,3.4,0.9534385002084182
forest,3.404,0.9596760129708359
forest,3.408,0.9655425771147617
forest,3.412,0.9682208665395005
forest,3.416,0.9742259648767622
forest,3.42,0.9760612341823739
forest,3.424,0.9809702780362117
forest,3.428,0.9827050918787579
forest,3.432,0.9845632501394102
forest,3.436,0.9832956900453711
forest,3.44,0.9862434230792291
forest,3.444,0.9893112318382581
forest,3.448,0.9931979542535471
forest,3.452,0.9969577038745141
forest,3.456,1.0000842613828795
forest,3.46,1.0084121332520517
forest,3.464,1.0169979143739196
forest,3.468,1.0239170311437542
forest,3.472,1.0317746774542247
forest,3.476,1.0381177262263508
forest,3.48,1.0476234170617802
forest,3.484,1.0556855782246195
forest,3.488,1.0653731553745813
forest,3.492,1.0747397408276105
forest,3.496,1.0828134135818814
forest,3.5,1.0909565323235424
forest,3.504,1.0972619945650375
forest,3.508,1.1039303949248367
forest,3.512,1.110021914905815
forest,3.516,1.1169303087396831
forest,3.52,1.1234518096693493
forest,3.524,1.131215162277451
forest,3.528,1.138107226993829
forest,3.532,1.1461349163073202
forest,3.536,1.1534312384526664
forest,3.54,1.1609595991094013
forest,3.544,1.1678798235295176
forest,3.548,1.1741863848099725
forest,3.552,1.1813844339006363
forest,3.556,1.1874514523486286
forest,3.56,1.1938701104619855
forest,3.564,1.2000889885367638
forest,3.568,1.2059232943031788
forest,3.572,1.2120142492265296
forest,3.576,1.2173212060509666
forest,3.58,1.2224203305549435
forest,3.584,1.2275162994492805
forest,3.588,1.232822296169368
forest,3.592,1.2380336792007307
forest,3.596,1.243126543931766
forest,3.6,1.2478069314877047
forest,3.604,1.2519834239371626
forest,3.608,1.2572199754340596
forest,3.612,1.2617443301979563
forest,3.616,1.2664428504122234
forest,3.62,1.2707385430090379
forest,3.624,1.2749274444347565
forest,3.628,1.2781044095579324
forest,3.632,1.2828440134856227
forest,3.636,1.2861266174555595
forest,3.64,1.2890283240381977
forest,3.644,1.2916193199514667
forest,3.648,1.2940698207927381
forest,3.652,1.297535426786346
forest,3.656,1.299490456155214
forest,3.66,1.3022433211525277
forest,3.664,1.3049437560019916
forest,3.668,1.3084261816567793
forest,3.672,1.3113127467311316
forest,3.676,1.3136942348003768
forest,3.68,1.3171173359103387
forest,3.684,1.321413422037807
forest,3.688,1.3260210526765142
forest,3.692,1.3302531644639382
forest,3.696,1.3353069751144482
forest,3.7,1.3413285174673242
forest,3.704,1.3454287156052465
forest,3.708,1.3516279488251768
forest,3.712,1.3571395374987607
forest,3.716,1.3600026179839626
forest,3.72,1.3639058559261423
forest,3.724,1.3673357041090548
forest,3.728,1.369931101488407
forest,3.732,1.3714637188301895
forest,3.736,1.3736038915519322
forest,3.74,1.3754981047081574
forest,3.744,1.3781676324179464
forest,3.748,1.3799372461466481
forest,3.7520000000000002,1.3823848747807435
forest,3.7560000000000002,1.3855091314687518
forest,3.7600000000000002,1.3886151983019954
forest,3.7640000000000002,1.3916500072484217
forest,3.7680000000000002,1.3944843308329165
forest,3.7720000000000002,1.3970612667587492
forest,3.7760000000000002,1.399664859816361
forest,3.7800000000000002,1.4023513941206012
forest,3.7840000000000003,1.4042185414773591
forest,3.7880000000000003,1.4054696465445211
forest,3.7920000000000003,1.4067034859990428
forest,3.7960000000000003,1.4079422541849564
forest,3.8000000000000003,1.4093715483609055
forest,3.8040000000000003,1.4103875302557334
forest,3.8080000000000003,1.4106224356127395
forest,3.8120000000000003,1.411928140317349
forest,3.8160000000000003,1.4123835496939168
forest,3.8200000000000003,1.4125459972191434
forest,3.8240000000000003,1.4124804798813115
forest,3.8280000000000003,1.4124436382736243
forest,3.8320000000000003,1.4125921922337321
forest,3.8360000000000003,1.4125757320680894
forest,3.84,1.4124952389735896
forest,3.844,1.4121012203174508
forest,3.848,1.4114523717262981
forest,3.852,1.410613788083524
forest,3.856,1.4095928059185119
forest,3.86,1.408399747705586
forest,3.864,1.4070128099956578
forest,3.868,1.405479385779712
forest,3.872,1.4037832957078586
forest,3.876,1.401975106070115
forest,3.88,1.3999435962684674
forest,3.884,1.397771007425855
forest,3.888,1.3954534738885458
forest,3.892,1.3930093930957395
forest,3.896,1.3904488356569296
forest,3.9,1.3877567360121597
forest,3.904,1.3849900463948965
forest,3.908,1.3821524016826667
forest,3.912,1.3792654951766266
forest,3.916,1.376336381865914
forest,3.92,1.3733851682695997
forest,3.924,1.3704317328677724
forest,3.928,1.3674939643517308
forest,3.932,1.3645872494197016
forest,3.936,1.3617146647606215
forest,3.94,1.358867530754673
forest,3.944,1.3560536198005937
forest,3.948,1.3532464879229298
forest,3.952,1.3504243541907683
forest,3.956,1.34756390218681
forest,3.96,1.34464254038864
forest,3.964,1.3416397960208848
forest,3.968,1.33853794906407
forest,3.972,1.3353221527897436
forest,3.976,1.3319802712600612
forest,3.98,1.3285025943531685
forest,3.984,1.3248815239770593
forest,3.988,1.3211112784950956
forest,3.992,1.3171876348162133
forest,3.996,1.3131077131423912
forest,4.0,1.3088698026657581
forest,4.0040000000000004,1.3044732239757062
forest,4.008,1.299918223457273
forest,4.0120000000000005,1.29520589538142
forest,4.016,1.2903381281021207
forest,4.0200000000000005,1.285317571471507
forest,4.024,1.2801476230856124
forest,4.0280000000000005,1.2748324311504249
forest,4.032,1.2693769114796427
forest,4.0360000000000005,1.2637867752409258
forest,4.04,1.2580685623650125
forest,4.0440000000000005,1.252229672831969
forest,4.048,1.2462783842632819
forest,4.0520000000000005,1.2402238395910685
forest,4.056,1.2340759838899524
forest,4.0600000000000005,1.2278454266189283
forest,4.064,1.2215432076809136
forest,4.0680000000000005,1.215180456855363
forest,4.072,1.2087679593388017
forest,4.0760000000000005,1.2023156741642647
forest,4.08,1.1958322885656973
forest,4.0840000000000005,1.1893249144324616
forest,4.088,1.1827990282162006
forest,4.0920000000000005,1.176258722400008
forest,4.096,1.1697073000017486
forest,4.1,1.163148265172953
forest,4.104,1.1565869985512574
forest,4.108,1.1500344859102978
forest,4.112,1.1435202675444782
forest,4.116,1.1371659295562608
forest,4.12,1.131533148359107
forest,4.124,1.126816699675959
forest,4.128,1.1223701433032034
forest,4.132,1.118022418247367
forest,4.136,1.113751635218297
forest,4.14,1.1095636074034505
forest,4.144,1.1054733685078884
forest,4.148,1.101501148873632
forest,4.152,1.097670425275532
forest,4.156,1.0940054383516873
forest,4.16,1.090529227891364
forest,4.164,1.0872681221923937
forest,4.168,1.0842741662668336
forest,4.172,1.081664465669461
forest,4.176,1.0795612317846348
forest,4.18,1.0778826276746987
forest,4.184,1.076438029233192
forest,4.188,1.075108957339141
forest,4.192,1.0738433639460871
forest,4.196,1.072622785208152
forest,4.2,1.071447198491185
forest,4.204,1.0703300779068974
forest,4.208,1.0693068892331514
forest,4.212,1.068742473197545
forest,4.216,1.069787964510306
forest,4.22,1.071171166036372
forest,4.224,1.0726783553930543
forest,4.228,1.0742803366334877
forest,4.232,1.0759534136118354
forest,4.236,1.0776754742649115
forest,4.24,1.0794284590263508
forest,4.244,1.0812001839587453
forest,4.248,1.082985126569201
forest,4.252,1.0847845916690697
forest,4.256,1.0866065596309458
forest,4.26,1.088465237075768
forest,4.264,1.0903800899487985
forest,4.268,1.0923740556373123
forest,4.272,1.0944708550577336
forest,4.276,1.0966919273953704
forest,4.28,1.099054159202184
forest,4.284,1.1015695025926644
forest,4.288,1.1042463387419403
forest,4.292,1.1070908289379386
forest,4.296,1.1101060608286306
forest,4.3,1.1132884495517288
forest,4.304,1.1166237378481287
forest,4.308,1.1200862973543764
forest,4.312,1.1236434249829286
forest,4.316,1.1272653560859336
forest,4.32,1.1310618420143093
forest,4.324,1.1365737107530487
forest,4.328,1.1423552502424332
forest,4.332,1.148108546779817
forest,4.336,1.1538160387050396
forest,4.34,1.159471284613249
forest,4.344,1.165072514127782
forest,4.348,1.1706210731843076
forest,4.352,1.1761204650115198
forest,4.356,1.1815754688026605
forest,4.36,1.1869912157934253
forest,4.364,1.1923722224102409
forest,4.368,1.1977214621810206
forest,4.372,1.203039613482774
forest,4.376,1.2083246247114776
forest,4.38,1.2135716790577216
forest,4.384,1.218773539078716
forest,4.388,1.2239211555850267
forest,4.392,1.2290043798287484
forest,4.396,1.2340126330481866
forest,4.4,1.2389354409025934
forest,4.404,1.243762799953977
forest,4.408,1.248485387263878
forest,4.412,1.2530946464151367
forest,4.416,1.2575827883070008
forest,4.42,1.261942740406949
forest,4.424,1.2661680699237565
forest,4.428,1.2702528981957721
forest,4.432,1.274191816987892
forest,4.436,1.2779798126563682
forest,4.44,1.281612201019445
forest,4.444,1.285084573857033
forest,4.448,1.288392756874544
forest,4.452,1.291532778410955
forest,4.456,1.2945008479457267
forest,4.46,1.2972933434330431
forest,4.464,1.2999068065892778
forest,4.468,1.3023379454431343
forest,4.472,1.3045836437178926
forest,4.476,1.3066409769640193
forest,4.48,1.308507235831581
forest,4.484,1.310179957525539
forest,4.488,1.3116569674227723
forest,4.492,1.3129364342128844
forest,4.496,1.3140169440365124
forest,4.5,1.3148976024236663
forest,4.5040000000000004,1.315578178252976
forest,4.508,1.316059313056026
forest,4.5120000000000005,1.3163428347656578
forest,4.516,1.3164322431704634
forest,4.5200000000000005,1.3163334860495552
forest,4.524,1.3160562423177367
forest,4.5280000000000005,1.3156161155129193
forest,4.532,1.3150385047412079
forest,4.5360000000000005,1.3143656262767505
forest,4.54,1.313669388691109
forest,4.5440000000000005,1.3130725443055788
forest,4.548,1.3127550762269453
forest,4.5520000000000005,1.312840669834336
forest,4.556,1.3132490716577498
forest,4.5600000000000005,1.3138260046559749
forest,4.564,1.3144786207449441
forest,4.5680000000000005,1.31517765414928
forest,4.572,1.3159336633592855
forest,4.5760000000000005,1.316773761741166
forest,4.58,1.3177166405166865
forest,4.5840000000000005,1.3187551719305146
forest,4.588,1.3198595197741074
forest,4.5920000000000005,1.3209949653189665
forest,4.596,1.3221373685938096
forest,4.6000000000000005,1.3232790136006534
forest,4.604,1.3244269411863299
forest,4.6080000000000005,1.3255964433072758
forest,4.612,1.3268012358425765
forest,4.616,1.3280434183339467
forest,4.62,1.3293084510618125
forest,4.624,1.3305680106559277
forest,4.628,1.3317877524377997
forest,4.632,1.3329346155363582
forest,4.636,1.3339809029078082
forest,4.64,1.334905460986526
forest,4.644,1.33569332786894
forest,4.648,1.3363349263985236
forest,4.652,1.3368253654604478
forest,4.656,1.3371640940813159
forest,4.66,1.3373550352400234
forest,4.664,1.3374073337432812
forest,4.668,1.3373369199757472
forest,4.672,1.337169116780443
forest,4.676,1.3369421730200441
forest,4.68,1.3367099819452817
forest,4.684,1.3365382056970618
forest,4.688,1.3364852614116294
forest,4.692,1.33657282555737
forest,4.696,1.336774916677714
forest,4.7,1.3370392138734906
forest,4.704,1.3373141320685658
forest,4.708,1.3375605328677362
forest,4.712,1.3377514203340124
forest,4.716,1.337868046910709
forest,4.72,1.3378963968848785
forest,4.724,1.3378249030745635
forest,4.728,1.3376432243558358
forest,4.732,1.337341730858904
forest,4.736,1.3369113908246217
forest,4.74,1.3363438415622122
forest,4.744,1.3356315098186682
forest,4.748,1.3347677115248233
forest,4.752,1.3337467045525941
forest,4.756,1.332563693166286
forest,4.76,1.3312147942464974
forest,4.764,1.3296969783726067
forest,4.768,1.3280079976299901
forest,4.772,1.326146309241235
forest,4.776,1.324111001241183
forest,4.78,1.3219017240312971
forest,4.784,1.3195186299106618
forest,4.788,1.3169623215313568
forest,4.792,1.3142338095401442
forest,4.796,1.3113344793193404
forest,4.8,1.3082660666261512
forest,4.804,1.3050306419792197
forest,4.808,1.3016306038096368
forest,4.812,1.2980686806606339
forest,4.816,1.294347943086203
forest,4.82,1.2904718263866113
forest,4.824,1.2864441659787678
