t,position_error,velocity_error,energy,energy_rel_error,ang_mom_rel_error,radius,radius_true,model,predicted_x,predicted_y,predicted_vx,predicted_vy,truth_x,truth_y,truth_vx,truth_vy
1.0,0.03619257931037838,0.5089598836384758,-16.875949456801088,0.099956545033948,0.059347299280242204,1.1287726323551224,1.1602886102438554,forest,1.0558395176727078,-0.3991623334867362,2.335428308324614,5.544651272478152,1.078808315095113,-0.4271326238339338,2.26856087272582,5.040103049599772
1.004,0.036637459069778236,0.5090548885771932,-16.869730924227156,0.10028819745783016,0.05959443211568755,1.1298048428621354,1.1612795921032149,forest,1.0645231922920388,-0.3784829666274314,2.21872828283177,5.58776860981386,1.0876640233746955,-0.40688728573375094,2.1591909349593905,5.082207353591964
1.008,0.037433477592368467,0.5095199374387562,-16.867482535184656,0.10040811058313899,0.05971027480071058,1.130620436620333,1.162221483699254,forest,1.0726959961131548,-0.3572476334790182,2.1008965386183345,5.629052375557373,1.0960810464783113,-0.3864778347112617,2.0492239122840443,5.122159382574327
1.012,0.03823339146172997,0.5096467792684239,-16.86726395061129,0.10041976833401813,0.05976607625298348,1.131389122267805,1.1631140252983974,forest,1.0803776976192885,-0.33589488902446774,1.9823801227854507,5.667729354031498,1.104057063349582,-0.36591288131703925,1.9386933851548698,5.159958432676332
1.016,0.03883349378248946,0.5093931052649067,-16.865900865190277,0.1004924656429833,0.05986419120049634,1.1322216241182566,1.1639569721173908,forest,1.0876230583383972,-0.31464565640036085,1.8632266695573734,5.703751927219976,1.1115898865326288,-0.3452010386703118,1.827632576561739,5.195603920990253
1.02,0.03907605002054658,0.5088795428980775,-16.858307309355737,0.10089745205552804,0.0601537049549374,1.1332030581533272,1.1647500941675957,forest,1.0944925170681368,-0.2936584769590477,1.744736014521381,5.737167117636814,1.1186774607806529,-0.3243509220038903,1.7160743712737978,5.229095371338612
1.024,0.039374885388447044,0.5081473787213904,-16.853661626968695,0.10114521980554485,0.060352214109949724,1.1340862857971794,1.165493176107927,forest,1.1008573767155625,-0.2725155771037166,1.625746202164058,5.768116447650733,1.1253178617417534,-0.30337114826415423,1.6040513352082568,5.26043240097486
1.028,0.039748815574022274,0.5075306385807037,-16.84941433292293,0.10137174034692194,0.0605357119812625,1.1349038491469763,1.1661860171064884,forest,1.1067624120576598,-0.2511647070448665,1.5059995510032451,5.796940914083538,1.1315092947224408,-0.28227033576240246,1.4915957349082145,5.289614708196204
1.032,0.039826831888932886,0.5066848581789878,-16.842591782298015,0.10173560680977473,0.06080445224771723,1.1357927108881223,1.1668284307109442,forest,1.1122500129052348,-0.23005432162620731,1.3860887798780417,5.823273617734593,1.137250093529257,-0.26105710387396225,1.3787395571157586,5.316642060848673
1.036,0.040028969026459846,0.505677042347004,-16.838870427040657,0.1019340775062865,0.0609723857603782,1.1365542030819,1.1674202447276738,forest,1.1172223241159356,-0.2087336461620898,1.2660890286309685,5.84719100170743,1.1425387193888576,-0.2397400727815255,1.2655145284279954,5.3415142857056646
