system,model,one_step_error,one_step_relative,relative_error_at_quarter_period,relative_error_at_one_period,train_seconds,rollout_seconds,microseconds_per_prediction,classical_microseconds
projectile,linear,6.285452454408973e-15,8.963566303394424e-17,3.4164552742087366e-16,3.0003732362404286e-15,0.05558670801110566,0.8509788339724764,0.20593339577317238,0.03183499909937382
projectile,poly2,9.118737259501395e-11,1.3004060824839964e-12,7.237234011401833e-11,1.1593650757918873e-10,0.08288158301729709,2.6796417499426752,0.6089999806135893,0.03183499909937382
projectile,forest,0.0007454088450778523,1.0630136262195722e-05,0.0012067811692585125,0.0028783765879205987,5.4105398749234155,68.01133999996819,38.424475002102554,0.03183499909937382
projectile,mlp,0.0002605379399963483,3.7154828815369053e-06,0.00015136616829289682,0.0014721596176101464,104.79167041706387,1.2738556249532849,3.1281667994335294,0.03183499909937382
planetary,linear,5.63256630339264e-05,5.635979274302439e-05,0.15848565670149126,0.8641004558329193,0.024607209023088217,0.7510152090108022,0.11403320822864771,452.9663750436157
planetary,poly2,3.4181563059875834e-05,3.420227487649565e-05,0.08868826952995283,0.8343326983349063,0.01645812508650124,3.223658457980491,0.9935084031894803,452.9663750436157
planetary,forest,0.00018602724769968204,0.0001861399681810098,0.0328543919013914,0.2738010608810009,4.3145284159109,289.1219910000218,64.43100839387625,452.9663750436157
planetary,mlp,7.568524994202407e-05,7.573111030876266e-05,0.009091626956900124,0.43028732037478423,75.2459524590522,4.518559208023362,3.5056081833317876,452.9663750436157
