model,t,mean,median,q25,q75,escaped_fraction
linear,3.672,1.2370441197865054,1.2792315342965574,1.015007110973066,1.5073849751944446,0.0
linear,3.676,1.2358561208900376,1.275804883647163,1.0118315327208665,1.5113721551822619,0.0
linear,3.68,1.2346733485825383,1.2722766882997494,1.0086536170322036,1.5153518464295745,0.0
linear,3.684,1.23349408206461,1.268643035608914,1.0054750543411826,1.5181909325586707,0.0
linear,3.688,1.232316863538742,1.2649005901476502,1.0022975503876637,1.5210187051493693,0.0
linear,3.692,1.2311405164998617,1.2610466973112107,0.9991228200071578,1.5238327263457894,0.0
linear,3.696,1.2299641517712434,1.2570794832277787,0.9959525809148174,1.52663054409249,0.0
linear,3.7,1.2287871639323256,1.2573928876751774,0.9932235737410813,1.5294096941722504,0.0
linear,3.704,1.2276092205872529,1.2580133180675692,0.9918355342843801,1.5321677022839555,0.0
linear,3.708,1.2264302465353027,1.2586193047782563,0.9844661553858881,1.5349020861740916,0.0
linear,3.712,1.2252504044598385,1.2592105194809553,0.9783316755503756,1.5376103578358922,0.0
linear,3.716,1.224070073335381,1.2597866733210752,0.9722323029698519,1.5397252491012707,0.0
linear,3.72,1.2228898254068157,1.260347516629666,0.9661720341852778,1.5394665346278542,0.0
linear,3.724,1.2217104023357996,1.2608928384412355,0.9601546810551247,1.5392267892291485,0.0
linear,3.728,1.2205326909342247,1.2614224658227817,0.9541838609874369,1.53900651838933,0.0
linear,3.732,1.2193576987999528,1.2619362630222848,0.9482629894937298,1.5388062002247145,0.0
linear,3.736,1.2181865301185268,1.2624341304456488,0.9423952749261247,1.5386262850583494,0.0
linear,3.74,1.2170203618777573,1.2629160034717573,0.9365837152355365,1.5384671950836941,0.0
linear,3.744,1.2158604207433292,1.2633818511158257,0.9308310965731732,1.5383293241237777,0.0
linear,3.748,1.2147079608490639,1.2638316745516525,0.9251399935491342,1.541478650290699,0.0
linear,3.7520000000000002,1.2135642427553013,1.2642655055036676,0.919512770959518,1.5460603999120406,0.0
linear,3.7560000000000002,1.212430513816966,1.2646834045198643,0.9139515867960585,1.5505223206538377,0.0
linear,3.7600000000000002,1.2113079901769412,1.2650854591367802,0.9084583963588702,1.5548616749437754,0.0
linear,3.7640000000000002,1.2101978405610267,1.2654717819476713,0.9030349573023982,1.5590758817440291,0.0
linear,3.7680000000000002,1.2091011720010167,1.2658425085849165,0.89768283545626,1.563162516696432,0.0
linear,3.7720000000000002,1.2080190175563748,1.2661977956274832,0.8924034112755662,1.5671193121361027,0.0
linear,3.7760000000000002,1.2069523260473758,1.2665378184440308,0.8879988023497793,1.5709441569736657,0.0
linear,3.7800000000000002,1.2059019537576368,1.2668627689818739,0.8847894567757382,1.5746350964449543,0.0
linear,3.7840000000000003,1.204868658015314,1.2671728535116593,0.8816036331910062,1.578190331725861,0.0
linear,3.7880000000000003,1.2038530925223787,1.2674682903371577,0.8784422656532851,1.5816082194088465,0.0
linear,3.7920000000000003,1.2028558042715953,1.267749307479109,0.8753062085682475,1.5848872708365107,0.0
linear,3.7960000000000003,1.2018772318715438,1.2680161403415737,0.8721962379066093,1.5880261512866216,0.0
linear,3.8000000000000003,1.200917705090648,1.2682690293687089,0.8691130526867628,1.5910236790021306,0.0
linear,3.8040000000000003,1.1999774454305931,1.268508217699398,0.8660572766989926,1.5938788240589303,0.0
linear,3.8080000000000003,1.1990565675462694,1.2687339488266192,0.8630294604478693,1.5965907070635397,0.0
linear,3.8120000000000003,1.198155081341763,1.2689464642679427,0.8600300832901495,1.5991585976725102,0.0
linear,3.8160000000000003,1.197272894588365,1.269146001253051,0.8570595557463656,1.601581912925149,0.0
linear,3.8200000000000003,1.1964098159295475,1.2693327904336926,0.854118221965244,1.603860215381213,0.0
linear,3.8240000000000003,1.1955655581580917,1.2695070536210427,0.8512063623211114,1.6059932110555148,0.0
linear,3.8280000000000003,1.1947397416710313,1.2696690015550205,0.8483241961255281,1.6079807471419472,0.0
linear,3.8320000000000003,1.1939318980279587,1.2698188317097308,0.8423350555993763,1.609822809520246,0.0
linear,3.8360000000000003,1.193141473557001,1.270400646214871,0.8345540649836097,1.6115195200399441,0.0
linear,3.84,1.1923678329699974,1.2725958810773563,0.8269367387937591,1.6130711335773205,0.0
linear,3.844,1.191610262963927,1.2747962091698328,0.8194855626610734,1.6144780348628174,0.0
linear,3.848,1.1908679757993155,1.2770003277353437,0.8122024792201181,1.61574073507829,0.0
linear,3.852,1.1901401128582039,1.2792069479911967,0.8050889308673262,1.6168598682255801,0.0
linear,3.856,1.1894257481943753,1.2814147916276684,0.7981459005446081,1.617836187270248,0.0
linear,3.86,1.1887238920969507,1.28362258721554,0.7913739503462474,1.6186705600667861,0.0
linear,3.864,1.188033494695329,1.285829066537528,0.7847732578302516,1.6193639650742702,0.0
linear,3.868,1.1873534496388365,1.2880329608587668,0.7783436499823799,1.6199174868741175,0.0
linear,3.872,1.1866825978884763,1.2902329971516189,0.7720846348341996,1.6203323115043466,0.0
linear,3.876,1.1860197316608871,1.2924278942901666,0.7659954307776825,1.6206097216274713,0.0
linear,3.88,1.1853635985660622,1.294616359229853,0.7600749936498521,1.6207510915517895,0.0
linear,3.884,1.1847129059805952,1.2967970831878257,0.7546535519752747,1.6207578821283595,0.0
linear,3.888,1.1840663256971493,1.2989687378396422,0.7517094161631239,1.6206316355482775,0.0
linear,3.892,1.1834224988884858,1.3011299715480849,0.7488216932588213,1.6203739700669852,0.0
linear,3.896,1.1827800414206524,1.3032794056399477,0.7459897242907523,1.619986574684165,0.0
linear,3.9,1.1821375495447692,1.305415630746744,0.7432127995377411,1.6189379317860557,0.0
linear,3.904,1.1814936059901844,1.3075372032253956,0.7404901656075511,1.6175412389171087,0.0
linear,3.908,1.1808467864734995,1.3096426416750684,0.7378210320484403,1.6158243126286118,0.0
linear,3.912,1.1801956666281377,1.3117304235664122,0.7352045775306618,1.6139876397630202,0.0
linear,3.916,1.1795388293476603,1.3137989819995641,0.7326399556328737,1.611991997107459,0.0
linear,3.92,1.178874872523059,1.3158467026073692,0.7301263002662426,1.6097262852088987,0.0
linear,3.924,1.1782024171399001,1.317871920620349,0.7276627307666618,1.6073647301424536,0.0
linear,3.928,1.177520115685731,1.3195060395520528,0.725248356683067,1.6049088866718522,0.0
linear,3.932,1.176826660801921,1.3187155783357094,0.7228822822873484,1.602360345729795,0.0
linear,3.936,1.176120794097616,1.3178857500567607,0.7205636108288945,1.5997207312880959,0.0
linear,3.94,1.1754013150273148,1.3170171550303262,0.7182914485543846,1.5969916973498066,0.0
linear,3.944,1.1746670897184373,1.3161103245735117,0.7160649085111112,1.5941749250802437,0.0
linear,3.948,1.1739170596219457,1.315165720303137,0.713883114149859,1.5912721200920767,0.0
linear,3.952,1.1731502498484292,1.314183733863218,0.7117452027412351,1.5882850098977477,0.0
linear,3.956,1.1723657770448894,1.3131646870662195,0.7096503286173195,1.5852153415405095,0.0
linear,3.96,1.171562856664532,1.3121088324314467,0.7075976662486098,1.582064879413329,0.0
linear,3.964,1.1707408094838132,1.3110163541034252,0.7055864131644597,1.5788354032728282,0.0
linear,3.968,1.1698990672282252,1.3098873691327912,0.703615792723565,1.5755287064533645,0.0
linear,3.972,1.1690371771810146,1.3087219291019734,0.7016850567395333,1.5721465942843196,0.0
linear,3.976,1.1681548056670987,1.3075200220778522,0.6997934879651784,1.5693187174723149,0.0
linear,3.98,1.1672517403273952,1.3062815748735497,0.6979404024379046,1.5684713216520616,0.0
linear,3.984,1.1663278911259014,1.3050064556015517,0.6961251516873902,1.5664775819640584,0.0
linear,3.988,1.1653832900620138,1.3036944765004659,0.6943471248057412,1.5644394451603576,0.0
linear,3.992,1.164418089592592,1.3023453970178624,0.692605750379345,1.5623587226953555,0.0
linear,3.996,1.1634325598005917,1.3009589271318027,0.6909004982808336,1.5598160091549582,0.0
linear,4.0,1.1624270843783713,1.299534730893857,0.6892308813188308,1.5562326344499335,0.0
linear,4.0040000000000004,1.1614021555224712,1.2980724301765896,0.687596456742532,1.552583256925007,0.0
linear,4.008,1.160358367861636,1.2965716086086823,0.6859968275976204,1.5488705156800582,0.0
linear,4.0120000000000005,1.1592964115599609,1.2950318156810423,0.6844316439295706,1.5450970292436428,0.0
linear,4.016,1.1582170647516767,1.2934525710073976,0.682900603830027,1.5412653963561553,0.0
linear,4.0200000000000005,1.1571211854728216,1.291833368723037,0.6814034543216505,1.5373781971333953,0.0
linear,4.024,1.1560097032578158,1.2901736820054608,0.6799399920766187,1.5334379945806846,0.0
linear,4.0280000000000005,1.1548836105661529,1.2884729677008153,0.6785100639638362,1.5294473364264425,0.0
linear,4.032,1.1537439541964674,1.2867306710400532,0.6771135674198392,1.5254087572431625,0.0
linear,4.0360000000000005,1.152591826833031,1.2849462304288148,0.6757504506384006,1.5213247808230617,0.0
linear,4.04,1.1514283588540808,1.2831190822950518,0.6744207125739168,1.5171979227752805,0.0
linear,4.0440000000000005,1.1502547105133314,1.2812486659784197,0.6731244027538117,1.51303069331133,0.0
linear,4.048,1.149072064586484,1.2793344286454582,0.671861620895418,1.508825600185535,0.0
linear,4.0520000000000005,1.1478816195544848,1.2773758302145497,0.6706325163230819,1.5045851517574564,0.0
linear,4.056,1.1466845833754329,1.275372348274613,0.6694372871816091,1.5003118601436682,0.0
linear,4.0600000000000005,1.1454821678781664,1.2733234829814415,0.6682761794426013,1.4960082444268028,0.0
linear,4.064,1.144275583793082,1.2712287619155611,0.6671494857007366,1.4916768338904576,0.0
linear,4.0680000000000005,1.143066036420139,1.269087744885438,0.6660575437576373,1.4873201712493058,0.0
linear,4.072,1.1418547219204294,1.2669000286598415,0.6650007349916108,1.4829408158446253,0.0
linear,4.0760000000000005,1.1406428242063156,1.2646652516131547,0.6639794825122969,1.4785413467763795,0.0
linear,4.08,1.1394315123959293,1.2623830982674416,0.6629942491000418,1.474124365943982,0.0
linear,4.0840000000000005,1.1382219387906949,1.2600533037151176,0.662045534930713,1.472240657169775,0.0
linear,4.088,1.1370152373293654,1.2576756579061463,0.6611338750876183,1.472228594262766,0.0
linear,4.0920000000000005,1.1358125224686493,1.2552500097838166,0.6602598368632188,1.4721907901392841,0.0
linear,4.096,1.134614888438605,1.2527762712533028,0.6594240168544278,1.47212723660322,0.0
linear,4.1,1.133423408820431,1.2502544209674666,0.6586270378564494,1.4720379630116511,0.0
linear,4.104,1.1322391363947948,1.2476845079146117,0.6578695455613361,1.471923037176145,0.0
linear,4.108,1.1310631032102583,1.2450666547932854,0.6571522050687308,1.4717825661898294,0.0
linear,4.112,1.1298963208234534,1.242401061159628,0.6564756972175921,1.4716166971758695,0.0
linear,4.116,1.1287397806652586,1.2396880063332845,0.6558407147490728,1.4714256179530243,0.0
linear,4.12,1.127594454490202,1.2369278520484754,0.6552479583121245,1.4702800493406953,0.0
linear,4.124,1.126461294869513,1.2341210448374893,0.654698132324831,1.467547920917641,0.0
linear,4.128,1.1253412356915617,1.2312681181346208,0.6541919407058939,1.4634696452371068,0.0
linear,4.132,1.124235192636791,1.2283696940894195,0.6537300824921224,1.4591306704795262,0.0
linear,4.136,1.1231440635975822,1.2254264850790535,0.6533132473591757,1.4548122787022182,0.0
linear,4.14,1.1220687290167555,1.2224392949106064,0.652942111064166,1.450518573514102,0.0
linear,4.144,1.1210100521215591,1.2194090197052576,0.6526173308300297,1.4462398708475634,0.0
linear,4.148,1.1199688790330236,1.2163366484574665,0.6523395406928053,1.4411858499776549,0.0
linear,4.152,1.118946038733456,1.2132232632635866,0.6521093468340877,1.4361582496405654,0.0
linear,4.156,1.1179423428776025,1.2100700392156774,0.651927322921958,1.431160008674981,0.0
linear,4.16,1.1169585854356379,1.2068782439577124,0.6517940054845729,1.4261940239214295,0.0
linear,4.164,1.1159955421586918,1.2036492369028797,0.6517098893413604,1.4212631499689454,0.0
linear,4.168,1.1150539698600643,1.2003844681122113,0.6516754231173457,1.4163701986410513,0.0
linear,4.172,1.1141346055077208,1.1970854768363783,0.6516910048665523,1.4115179382164789,0.0
linear,4.176,1.1132381651260732,1.1937538897241144,0.6517569778306501,1.4067090923826417,0.0
linear,4.18,1.1123653425074969,1.1903914187023892,0.6518736263590468,1.401946338922405,0.0
linear,4.184,1.1115168077366375,1.1869998585351076,0.6520411720164552,1.3972323081371414,0.0
linear,4.188,1.1106932055332113,1.18358108406879,0.6522597699035821,1.3925695810114311,0.0
linear,4.192,1.1098951534219648,1.1801370471753172,0.6525295052160025,1.387960687127055,0.0
linear,4.196,1.1091232397416033,1.1766697734034564,0.6528503900654847,1.383408102336158,0.0
linear,4.2,1.1083780215080157,1.1731813583524358,0.6532223605870557,1.3789142462055843,0.0
linear,4.204,1.1076600221509945,1.1696739637823614,0.6536452743539094,1.374481479246453,0.0
linear,4.208,1.1069697291479648,1.166149813477682,0.6541189081209138,1.3701120999450098,0.0
linear,4.212,1.106307591583006,1.1626111888812538,0.6551813568114401,1.3658083416126594,0.0
linear,4.216,1.1056740176647257,1.1590604245177856,0.6566260778173938,1.3615723690748704,0.0
linear,4.22,1.1050693722422797,1.1554999032265383,0.6581396894140408,1.3574062752202776,0.0
linear,4.224,1.1044939743650413,1.1519320512241398,0.659721542944477,1.3533120774328693,0.0
linear,4.228,1.1039480949379619,1.148359333019175,0.6613708777650957,1.3492917139315186,0.0
linear,4.232,1.1034319545314666,1.144784246200884,0.6630868206602092,1.3453470400423835,0.0
linear,4.236,1.1029457214114946,1.141209316124777,0.6648683856162836,1.3414798244307726,0.0
linear,4.24,1.102489509861829,1.1376370905182902,0.6667144739557408,1.3376917453199821,0.0
linear,4.244,1.1020633788767085,1.134070134029725,0.6686238748280066,1.3339843867253258,0.0
linear,4.248,1.1016673313064476,1.130511022743639,0.6705952660532274,1.3303592347320863,0.0
linear,4.252,1.1013013135417988,1.1269623386856114,0.6726272153119311,1.3268176738464197,0.0
linear,4.256,1.1009652158234493,1.123426664338834,0.6747181816718357,1.3233609834482998,0.0
linear,4.26,1.1006588732606133,1.1199065771943644,0.6777703245469279,1.3199903343754409,0.0
linear,4.264,1.1003820676364193,1.116404644356027,0.6817675556872158,1.316706785666723,0.0
linear,4.268,1.1001345300669974,1.1129672148925205,0.6840773139712687,1.3135112814929952,0.0
linear,4.272,1.0999159445652629,1.1115323959915342,0.6863746272604361,1.310404648302248,0.0
linear,4.276,1.099725952538957,1.1101009291119412,0.6886663943792812,1.3073875922050084,0.0
linear,4.28,1.0995641582254962,1.108674366055865,0.6909472819810549,1.304460696624445,0.0
linear,4.284,1.0994301350339177,1.1072542658444615,0.6932118999642412,1.3016244202340848,0.0
linear,4.288,1.0993234327275352,1.1058421885659135,0.6954548417540589,1.298879095204232,0.0
linear,4.292,1.099243585341241,1.104439689234212,0.6976707279691685,1.2962249257761942,0.0
linear,4.296,1.099190119686674,1.1030483116950516,0.6998542527441234,1.2936619871812314,0.0
linear,4.3,1.0991625642591618,1.1016695826137135,0.7041910744483886,1.2926313790504238,0.0
linear,4.304,1.0991604583253105,1.1003050055780785,0.7104295846988975,1.2920401756141071,0.0
linear,4.308,1.099183360942262,1.0989560553478515,0.7165242014012747,1.2915848935980372,0.0
linear,4.312,1.0992308596418232,1.0976241722788003,0.7224645705550007,1.291265605965622,0.0
linear,4.316,1.0993025785072006,1.0963107569483186,0.7273367444119144,1.2910821948217492,0.0
linear,4.32,1.0993981853785448,1.095017165005976,0.7296906233856042,1.2910343512521434,0.0
linear,4.324,1.099517397946404,1.0931057405557847,0.7320784918480269,1.2911215757795351,0.0
linear,4.328,1.0996599885288645,1.0876515201256791,0.7344978852012517,1.291343179432966,0.0
linear,4.332,1.099825787376772,1.0821756754134895,0.7369463110759715,1.2916982854225754,0.0
linear,4.336,1.100014684408981,1.0766822119496469,0.7394212548270311,1.2921858314083212,0.0
linear,4.34,1.1002266293424454,1.0711750841424093,0.7419201850152062,1.2928045723473458,0.0
linear,4.344,1.1004616302459624,1.0656581877317302,0.7444405588603832,1.2935530839011382,0.0
linear,4.348,1.1007197506074156,1.06013535254686,0.7469798276523129,1.2944297663802855,0.0
linear,4.352,1.1010011050587705,1.0546103355865617,0.7495354421061158,1.2954328492015255,0.0
linear,4.356,1.1013058539479057,1.0490868144392045,0.7521048576507293,1.2965603958289695,0.0
linear,4.36,1.1016341969796382,1.0435683810583751,0.7555936857234533,1.2978103091688333,0.0
linear,4.364,1.101986366169124,1.0380585359080252,0.7596937144075926,1.2991803373848014,0.0
linear,4.368,1.1023626183591697,1.0331868073629804,0.7637953296424098,1.3006680800992336,0.0
linear,4.372,1.102763227549807,1.0306070690075229,0.767895777021036,1.3022709949438627,0.0
linear,4.376,1.1031884772751754,1.028068439940457,0.7719923485399837,1.3039864044223861,0.0
linear,4.38,1.1036386532411453,1.0255707770796496,0.7760823891538261,1.3058115030464421,0.0
linear,4.384,1.1041140364090734,1.0231138541590241,0.7801633031785398,1.3077433647058772,0.0
linear,4.388,1.1046148966784486,1.020697364336091,0.7842325605094677,1.309005039924806,0.0
linear,4.392,1.1051414872854795,1.0183209229647687,0.7882877026188693,1.309518429326398,0.0
linear,4.396,1.1056940399971937,1.0159840705251262,0.7923263482974504,1.3100999023456497,0.0
linear,4.4,1.106272761142281,1.0136862757015082,0.7963461991041869,1.310748020241741,0.0
linear,4.404,1.106877828481363,1.0114269386003163,0.8003007148380417,1.3114612868662332,0.0
linear,4.408,1.1075093888810814,1.009205394098523,0.7965295823903814,1.3122381524956872,0.0
linear,4.412,1.1081675567187184,1.0070209153137586,0.7928161288927129,1.3130770176848405,0.0
linear,4.416,1.1088524129072965,1.0048727171865919,0.7891627926696523,1.3139762371206511,0.0
linear,4.42,1.1095640043958943,1.0027599601653585,0.7870776509671418,1.3149341234580332,0.0
linear,4.424,1.1103023439668707,1.0006817539836494,0.7892920952683167,1.3159489511187494,0.0
linear,4.428,1.1110674101221407,0.9986371615203034,0.7914859187409282,1.3170189600356483,0.0
linear,4.432,1.1118591468260806,0.996625202731485,0.7936598582660811,1.3181423593252468,0.0
linear,4.436,1.1126774628552907,0.9946448586441832,0.7958147629014749,1.3193173308725485,0.0
linear,4.44,1.1135222304978956,0.9926950754002152,0.797951591045222,1.3205420328129438,0.0
linear,4.444,1.1143932833503054,0.990774768339592,0.8000714065922006,1.3218146028970403,0.0
linear,4.448,1.115290412980532,0.9888828261118954,0.8021753741069795,1.323133161725335,0.0
linear,4.452,1.1162133642671095,0.987018114804135,0.8042647530529667,1.3244958158407274,0.0
linear,4.456,1.1171618292833911,0.9851794820733947,0.8063408911324039,1.3259006606680015,0.0
linear,4.46,1.1181354396791992,0.9833657612724664,0.8084052168057417,1.327345783290557,0.0
linear,4.464,1.1191337576137936,0.9815757755565866,0.8104592310714902,1.3288292650558238,0.0
linear,4.468,1.12015626541183,0.9798083419593518,0.8095010520221485,1.3303491840019877,0.0
linear,4.472,1.1212023542399776,0.9780622754258976,0.8050293412183653,1.3319036170998315,0.0
linear,4.476,1.122271312226175,0.9763363927914819,0.8006323034505181,1.3334906423046917,0.0
linear,4.48,1.1233623125537968,0.9746295166937143,0.796310882062421,1.3351083404147244,0.0
linear,4.484,1.124474402146324,0.9729404794068344,0.7920658838493954,1.3367547967328604,0.0
linear,4.488,1.1256064916025699,0.9712681265866387,0.7878979827180843,1.3384281025310247,0.0
linear,4.492,1.126757347039368,0.9696113209149275,0.7838077236970478,1.3401263563163819,0.0
linear,4.496,1.1279255844441776,0.9679689456326404,0.7797955272770184,1.3418476649005449,0.0
linear,4.5,1.1291096670366803,0.9663399079512183,0.7758616940580984,1.3435901442738707,0.0
linear,4.5040000000000004,1.1303079059947525,0.9647231423321367,0.7720064096796767,1.3453519202881354,0.0
linear,4.508,1.1315184647298522,0.9631176136250059,0.768619801341328,1.3472424421720823,0.0
linear,4.5120000000000005,1.132739366716571,0.9615223200551446,0.7654911224870102,1.3495436502913027,0.0
linear,4.516,1.1339685067078353,0.9599362960520652,0.762405151207744,1.3518054990155999,0.0
linear,4.5200000000000005,1.135203665015803,0.958358614910898,0.7593626813707226,1.3540254332487283,0.0
linear,4.524,1.1364425244194147,0.9567883912793917,0.7563644901449798,1.3562009468333158,0.0
linear,4.5280000000000005,1.13768268917829,0.9552247834637811,0.7534113411561719,1.3583295865568388,0.0
linear,4.532,1.1389217055896084,0.9544928497572516,0.7505039875087347,1.3604089563038209,0.0
linear,4.5360000000000005,1.140157083516261,0.9566598024380407,0.7476431746514619,1.3624367213515156,0.0
linear,4.54,1.1413863183349426,0.9588037583204997,0.7448296430631411,1.364410612802925,0.0
linear,4.5440000000000005,1.142606912795148,0.9609256666547253,0.7429975112305216,1.366328432147326,0.0
linear,4.548,1.143816398337955,0.963026461880838,0.7424931988477759,1.3681880559346116,0.0
linear,4.5520000000000005,1.145012355491838,0.9651070597039331,0.742031086062765,1.3699874405457038,0.0
linear,4.556,1.1461924330380096,0.9671683535547655,0.7416107834859578,1.3717246270371675,0.0
linear,4.5600000000000005,1.1473543657175467,0.9692112114268532,0.74123194404271,1.373397746033972,0.0
linear,4.564,1.1484959903354126,0.9712364730773607,0.7408942509492158,1.3750050226402148,0.0
linear,4.5680000000000005,1.149615260201288,0.9732449475763597,0.7405974070560236,1.376544781333605,0.0
linear,4.572,1.1507102579329866,0.9752374111868255,0.7403411256568981,1.3780154508057159,0.0
linear,4.5760000000000005,1.1517792067340509,0.9772146055560208,0.7401251227950132,1.3794155687065115,0.0
linear,4.58,1.1528204803420528,0.9791772361976856,0.7399491110440513,1.3807437862485776,0.0
linear,4.5840000000000005,1.1538326119276845,0.9811259712436736,0.7398127946988687,1.3819988726239032,0.0
linear,4.588,1.1548143023073565,0.9830614404433056,0.743680348013986,1.3835910793826562,0.0
linear,4.5920000000000005,1.1557644279155745,0.9849842343887104,0.7484572873861071,1.3853215492085489,0.0
linear,4.596,1.1566820490715923,0.9868949039447443,0.7532320927346539,1.387030333738123,0.0
linear,4.6000000000000005,1.157566419173793,0.9887939598626907,0.7580043919380997,1.3887156708650383,0.0
linear,4.604,1.1584169955739538,0.9906818725577803,0.7627737437138744,1.3903757953685612,0.0
linear,4.6080000000000005,1.1592334530342527,0.9925590720316206,0.7675396359664309,1.392008939206093,0.0
linear,4.612,1.160015700868953,0.9944259479218189,0.7723014860898869,1.3932082980080502,0.0
linear,4.616,1.1607639051411442,0.9962828496624054,0.7770586428710413,1.3939249781714018,0.0
linear,4.62,1.1614785176488727,0.9981300867400797,0.7818103896703542,1.3946547710634212,0.0
linear,4.624,1.1621603139255292,0.9999679290327577,0.7865559485924665,1.3953964789358886,0.0
linear,4.628,1.1628104431294677,1.0017966072183913,0.7912944853923609,1.3961488893380207,0.0
linear,4.632,1.1634304935337871,1.003616313243529,0.7960251148970954,1.3969107775083,0.0
linear,4.636,1.1640225783459575,1.005427200842552,0.798630301135402,1.3976809088635171,0.0
linear,4.64,1.1645894477045444,1.0072293860999486,0.7992372399016309,1.3984580415814982,0.0
linear,4.644,1.165134633641207,1.009022948049366,0.799848156339541,1.3992409292729708,0.0
linear,4.648,1.1656626348705,1.0108079293044743,0.8004623272991451,1.4000283237369087,0.0
linear,4.652,1.1661791459577855,1.0125843367178946,0.8010791814884686,1.4008189777925664,0.0
linear,4.656,1.1666913276815036,1.0143521420655643,0.8016982843697308,1.4016116481802365,0.0
linear,4.66,1.167208096840069,1.0161112827549388,0.8023193244438196,1.402405098521586,0.0
linear,4.664,1.1677403763327665,1.0178616625563466,0.8029421008171765,1.4031981023292763,0.0
linear,4.668,1.1683011825056357,1.0196031523576274,0.8035665119353028,1.4039894460544342,0.0
linear,4.672,1.1689053416199993,1.021335590942885,0.8078100862314005,1.4047779321594869,0.0
linear,4.676,1.1695685655964685,1.0230587857967848,0.8145878698594473,1.4055623822029113,0.0
linear,4.68,1.1703056898354611,1.0247725139363184,0.8212990812427203,1.4063416399215793,0.0
linear,4.684,1.1711282157958098,1.0256138895383327,0.8279426574083499,1.4071145742956792,0.0
linear,4.688,1.1720418636430794,1.0248053739580703,0.834517643866286,1.4078800825806392,0.0
linear,4.692,1.1730452026617864,1.024008024553241,0.8410231826550087,1.4086370932901195,0.0
linear,4.696,1.1741300700396127,1.0232217397375163,0.8474585020072772,1.4093845691139848,0.0
linear,4.7,1.1752835322886157,1.0224463115848703,0.8538229074092182,1.4101215097552366,0.0
linear,4.704,1.176490409512711,1.0216814239471188,0.8601157738523207,1.4108469546701787,0.0
linear,4.708,1.1777354173808345,1.0209266512468798,0.8663365391025463,1.4115599856966186,0.0
linear,4.712,1.1790045077801623,1.0201814579856554,0.872484697833495,1.412259729555692,0.0
linear,4.716,1.180285462304361,1.019445199002271,0.8785597964912227,1.4129453602138775,0.0
linear,4.72,1.1815679876922958,1.0187171205114813,0.8845614287768817,1.4136161010930002,0.0
linear,4.724,1.182843553796367,1.0179963619461734,0.8904892316498725,1.4142712271174283,0.0
linear,4.728,1.1841051355462486,1.0175507573014957,0.8951080983533137,1.4149100665892713,0.0
linear,4.732,1.1853469459060526,1.0178278244559638,0.8944195784707019,1.4155320028841154,0.0
linear,4.736,1.1865641978641364,1.0181136306873428,0.8937145538281213,1.4161364759616961,0.0
linear,4.74,1.1877529069341295,1.0184069420297057,0.8929934099513314,1.416722983687835,0.0
linear,4.744,1.1889097333195078,1.020489289443368,0.8922565393814792,1.417291082965942,0.0
linear,4.748,1.1900318582375393,1.022887787850999,0.8915043406322329,1.4178403906783628,0.0
linear,4.752,1.1911168878962832,1.025098588284831,0.8907372171851703,1.4183705844397727,0.0
linear,4.756,1.1921627791329752,1.0266847610785679,0.8899555765219094,1.4186247032083907,0.0
linear,4.76,1.1931677817229311,1.0282266620095526,0.8891598291909326,1.4181339312327408,0.0
linear,4.764,1.194130393405406,1.0297235932866753,0.8883503879065056,1.4175732619049914,0.0
linear,4.768,1.1950493245788736,1.0311748488556725,0.8875276666765313,1.4169431426060501,0.0
linear,4.772,1.1959234703515027,1.0319270511711887,0.8866920799556189,1.4162441151942051,0.0
linear,4.776,1.1967518882030084,1.0326721481514487,0.8858440418190593,1.415476813769354,0.0
linear,4.78,1.1975337799480017,1.035787148021856,0.8849839651527993,1.4146419621977695,0.0
linear,4.784,1.1982684770169132,1.0388372462069533,0.8841122608538986,1.4137403714357513,0.0
linear,4.788,1.1989554283138049,1.041821081060816,0.883229337035306,1.4127729366914397,0.0
linear,4.792,1.1995941900912246,1.0447373517724896,0.8823355982281453,1.4117406344642893,0.0
linear,4.796,1.2001844174166383,1.0475848265861525,0.8814314445740068,1.4106445195012631,0.0
linear,4.8,1.200725856904906,1.0503623505696753,0.8805172709990365,1.4094857217077386,0.0
linear,4.804,1.2012183404657557,1.052742291498578,0.8795934663608802,1.408265443049491,0.0
linear,4.808,1.2016617798709368,1.0545444053023934,0.8786604125587613,1.4069849544799533,0.0
linear,4.812,1.2020561619876518,1.0562952816819702,0.877718483596188,1.4056455929243894,0.0
linear,4.816,1.2024015445565648,1.0579939516365262,0.8767680445849394,1.4042487583496381,0.0
linear,4.82,1.202698052416912,1.0596395572101156,0.8758094506781273,1.4027959109448758,0.0
linear,4.824,1.2029458740998344,1.061231355185145,0.8748430459192299,1.4012885684353595,0.0
linear,4.828,1.2031452587255824,1.0627687199277904,0.8738691619930674,1.3997283035475454,0.0
linear,4.832,1.203296513151612,1.0642511453873742,0.873000163311837,1.398116741640302,0.0
linear,4.836,1.2033999993276878,1.0663339540345982,0.8729725985745937,1.3964555585132812,0.0
linear,4.84,1.203456131821373,1.0687469934384999,0.8729237008654049,1.394746478399909,0.0
linear,4.844,1.2034653754832108,1.071112783451897,0.8728533568343193,1.392991272148961,0.0
linear,4.848,1.2034282432257182,1.0734312930157164,0.8727615010452425,1.3911917555953532,0.0
linear,4.852,1.2033452938942604,1.0757025458865028,0.8726481147694889,1.3893497881176466,0.0
