traj_id,t,a,e,x,y,vx,vy,next_x,next_y,next_vx,next_vy
0,0.0,0.8514280811076799,0.199711144976046,1.0214677580504523,0.0,0.0,5.561486934870758,1.021165072423727,0.022243750306416243,-0.1513398164074501,5.559838834113466
0,0.004,0.8514280811076799,0.199711144976046,1.021165072423727,0.022243750306416243,-0.1513398164074501,5.559838834113466,1.0202570874917283,0.04447431476840305,-0.3026436498704201,5.554893753078944
0,0.008,0.8514280811076799,0.199711144976046,1.0202570874917283,0.04447431476840305,-0.3026436498704201,5.554893753078944,1.0187440193115873,0.06667850131205817,-0.4538754111204624,5.54664935595086
0,0.012,0.8514280811076799,0.199711144976046,1.0187440193115873,0.06667850131205817,-0.4538754111204624,5.54664935595086,1.0166262286877694,0.08884310540832022,-0.6049987979499128,5.535101751284218
0,0.016,0.8514280811076799,0.199711144976046,1.0166262286877694,0.08884310540832022,-0.6049987979499128,5.535101751284218,1.0139042222379848,0.11095490385493641,-0.7559771880137064,5.520245494414158
0,0.02,0.8514280811076799,0.199711144976046,1.0139042222379848,0.11095490385493641,-0.7559771880137064,5.520245494414158,1.0105786538895447,0.13300064857011484,-0.9067735307558796,5.502073590899637
0,0.024,0.8514280811076799,0.199711144976046,1.0105786538895447,0.13300064857011484,-0.9067735307558796,5.502073590899637,1.0066503268102498,0.15496706040213765,-1.057350238167313,5.480577501073981
0,0.028,0.8514280811076799,0.199711144976046,1.0066503268102498,0.15496706040213765,-1.057350238167313,5.480577501073981,1.002120195779079,0.1768408229595426,-1.2076690740798894,5.455747145795998
0,0.032,0.8514280811076799,0.199711144976046,1.002120195779079,0.1768408229595426,-1.2076690740798894,5.455747145795998,0.9969893700031196,0.19860857646689964,-1.3576910417006045,5.427570913517725
0,0.036000000000000004,0.8514280811076799,0.199711144976046,0.9969893700031196,0.19860857646689964,-1.3576910417006045,5.427570913517725,0.9912591163883797,0.22025691165172073,-1.5073762690873174,5.396035668808248
0,0.04,0.8514280811076799,0.199711144976046,0.9912591163883797,0.22025691165172073,-1.5073762690873174,5.396035668808248,0.9849308632733145,0.24177236366864532,-1.6566838922658211,5.361126762497601
0,0.044,0.8514280811076799,0.199711144976046,0.9849308632733145,0.24177236366864532,-1.6566838922658211,5.361126762497601,0.9780062046351041,0.26314140606775427,-1.8055719356858664,5.322828043630595
0,0.048,0.8514280811076799,0.199711144976046,0.9780062046351041,0.26314140606775427,-1.8055719356858664,5.322828043630595,0.9704869047799377,0.2843504448146762,-1.9539971897117525,5.281121873447969
0,0.052000000000000005,0.8514280811076799,0.199711144976046,0.9704869047799377,0.2843504448146762,-1.9539971897117525,5.281121873447969,0.9623749035297761,0.3053858123710788,-2.1019150848412167,5.235989141641353
0,0.056,0.8514280811076799,0.199711144976046,0.9623749035297761,0.3053858123710788,-2.1019150848412167,5.235989141641353,0.9536723219192932,0.32623376184518543,-2.2492795623448125,5.187409285159825
0,0.06,0.8514280811076799,0.199711144976046,0.9536723219192932,0.32623376184518543,-2.2492795623448125,5.187409285159825,0.9443814684179368,0.3468804612231334,-2.3960429410168222,5.135360309879257
0,0.064,0.8514280811076799,0.199711144976046,0.9443814684179368,0.3468804612231334,-2.3960429410168222,5.135360309879257,0.934504845693276,0.36731198769330786,-2.5421557797283025,5.079818815481433
0,0.068,0.8514280811076799,0.199711144976046,0.934504845693276,0.36731198769330786,-2.5421557797283025,5.079818815481433,0.9240451579330481,0.38751432207724784,-2.687566735473243,5.020760023928596
0,0.07200000000000001,0.8514280811076799,0.199711144976046,0.9240451579330481,0.38751432207724784,-2.687566735473243,5.020760023928596,0.9130053187445479,0.40747334338234487,-2.832222416600331,4.958157811960483
0,0.076,0.8514280811076799,0.199711144976046,0.9130053187445479,0.40747334338234487,-2.832222416600331,4.958157811960483,0.9013884596512256,0.4271748234933542,-2.976067230925733,4.891984748085696
0,0.08,0.8514280811076799,0.199711144976046,0.9013884596512256,0.4271748234933542,-2.976067230925733,4.891984748085696,0.8891979392075754,0.4466044220217188,-3.1190432284269725,4.822212134587454
0,0.084,0.8514280811076799,0.199711144976046,0.8891979392075754,0.4466044220217188,-3.1190432284269725,4.822212134587454,0.8764373527545725,0.46574768133388783,-3.2610899382247593,4.748810055115652
0,0.088,0.8514280811076799,0.199711144976046,0.8764373527545725,0.46574768133388783,-3.2610899382247593,4.748810055115652,0.8631105428390848,0.4845900217822146,-3.4021441995690074,4.671747428493277
0,0.092,0.8514280811076799,0.199711144976046,0.8631105428390848,0.4845900217822146,-3.4021441995690074,4.671747428493277,0.8492216103217856,0.5031167371646442,-3.542139986557685,4.590992069425409
