time,x,y
0.0,0.0,0.0
0.014561656960770756,0.10296646382273293,0.1019263985315942
0.02912331392154151,0.20593292764546586,0.20177266648091097
0.04368497088231227,0.30889939146819884,0.29953880384795034
0.05824662784308302,0.4118658552909317,0.3952248106327122
0.07280828480385378,0.5148323191136647,0.48883068683519665
0.08736994176462454,0.6177987829363977,0.5803564324554038
0.10193159872539528,0.7207652467591306,0.6698020474933334
0.11649325568616604,0.8237317105818635,0.7571675319489855
0.1310549126469368,0.9266981744045965,0.8424528858223603
0.14561656960770755,1.0296646382273293,0.9256581091134575
0.1601782265684783,1.1326311020500621,1.0067832018222775
0.17473988352924907,1.2355975658727953,1.0858281639488199
0.18930154049001982,1.3385640296955281,1.162792995493085
0.20386319745079057,1.4415304935182611,1.2376776964550724
0.21842485441156134,1.5444969573409941,1.3104822668347826
0.2329865113723321,1.647463421163727,1.3812067066322153
0.24754816833310284,1.75042988498646,1.4498510158473707
0.2621098252938736,1.853396348809193,1.5164151944802486
0.27667148225464433,1.9563628126319257,1.5808992425308488
0.2912331392154151,2.0593292764546587,1.6433031599991716
0.3057947961761859,2.1622957402773917,1.7036269468852177
0.3203564531369566,2.2652622041001242,1.7618706031889855
0.3349181100977274,2.3682286679228577,1.8180341289104762
0.34947976705849815,2.4711951317455907,1.8721175240496895
0.36404142401926887,2.5741615955683232,1.9241207886066252
0.37860308098003964,2.6771280593910562,1.9740439225812834
0.3931647379408104,2.7800945232137892,2.0218869259736647
0.40772639490158114,2.8830609870365222,2.0676497987837683
0.4222880518623519,2.9860274508592553,2.111332541011594
0.4368497088231227,3.0889939146819883,2.1529351526571427
0.4514113657838934,3.191960378504721,2.192457633720414
0.4659730227446642,3.294926842327454,2.229899984201408
0.48053467970543495,3.3978933061501873,2.2652622041001242
0.49509633666620567,3.50085976997292,2.298544293416563
0.5096579936269764,3.6038262337956524,2.3297462521507244
0.5242196505877472,3.706792697618386,2.3588680803026087
0.5387813075485179,3.8097591614411184,2.3859097778722154
0.5533429645092887,3.9127256252638514,2.4108713448595447
0.5679046214700595,4.015692089086585,2.4337527812645963
0.5824662784308302,4.118658552909317,2.45455408708737
0.5970279353916009,4.22162501673205,2.473275262327868
0.6115895923523718,4.324591480554783,2.4899163069860872
0.6261512493131425,4.427557944377516,2.504477221062029
0.6407129062739132,4.5305244082002485,2.516958004555694
0.655274563234684,4.633490872022982,2.5273586574670808
0.6698362201954547,4.736457335845715,2.5356791797961904
0.6843978771562255,4.839423799668448,2.5419195715430223
0.6989595341169963,4.942390263491181,2.5460798327075773
0.713521191077767,5.045356727313914,2.5481599632898546
0.7280828480385377,5.1483231911366465,2.548159963289855
0.7426445049993086,5.25128965495938,2.546079832707577
0.7572061619600793,5.3542561187821125,2.541919571543022
0.77176781892085,5.457222582604845,2.5356791797961904
0.7863294758816208,5.5601890464275785,2.5273586574670808
0.8008911328423916,5.663155510250311,2.5169580045556934
0.8154527898031623,5.7661219740730445,2.504477221062029
0.8300144467639331,5.869088437895778,2.489916306986087
0.8445761037247038,5.9720549017185105,2.4732752623278675
0.8591377606854745,6.075021365541243,2.4545540870873706
0.8736994176462454,6.1779878293639765,2.433752781264596
0.8882610746070161,6.280954293186709,2.4108713448595442
0.9028227315677868,6.383920757009442,2.385909777872215
0.9173843885285576,6.486887220832175,2.3588680803026074
0.9319460454893284,6.589853684654908,2.3297462521507244
0.9465077024500991,6.692820148477641,2.2985442934165636
0.9610693594108699,6.7957866123003745,2.2652622041001242
0.9756310163716406,6.898753076123107,2.229899984201408
0.9901926733324113,7.00171953994584,2.192457633720414
1.004754330293182,7.104686003768572,2.1529351526571423
1.0193159872539528,7.207652467591305,2.1113325410115937
1.0338776442147237,7.310618931414039,2.0676497987837665
1.0484393011754944,7.413585395236772,2.0218869259736643
1.0630009581362652,7.516551859059504,1.9740439225812825
1.0775626150970359,7.619518322882237,1.9241207886066247
1.0921242720578066,7.72248478670497,1.8721175240496883
1.1066859290185773,7.825451250527703,1.818034128910476
1.1212475859793483,7.928417714350437,1.7618706031889841
1.135809242940119,8.03138417817317,1.7036269468852163
1.1503708999008897,8.134350641995901,1.6433031599991716
1.1649325568616604,8.237317105818635,1.5808992425308475
1.1794942138224311,8.340283569641368,1.5164151944802482
1.1940558707832019,8.4432500334641,1.4498510158473712
1.2086175277439728,8.546216497286835,1.3812067066322138
1.2231791847047435,8.649182961109567,1.3104822668347822
1.2377408416655142,8.7521494249323,1.237677696455071
1.252302498626285,8.855115888755032,1.162792995493085
1.2668641555870557,8.958082352577765,1.0858281639488192
1.2814258125478264,9.061048816400497,1.0067832018222784
1.2959874695085973,9.164015280223232,0.9256581091134564
1.310549126469368,9.266981744045964,0.8424528858223592
1.3251107834301388,9.369948207868697,0.7571675319489835
1.3396724403909095,9.47291467169143,0.6698020474933326
1.3542340973516802,9.575881135514162,0.5803564324554014
1.368795754312451,9.678847599336896,0.48883068683519504
1.3833574112732219,9.78181406315963,0.3952248106327101
1.3979190682339926,9.884780526982363,0.2995388038479483
1.4124807251947633,9.987746990805094,0.2017726664809114
1.427042382155534,10.090713454627828,0.10192639853159235
1.4416040391163047,10.19367991845056,0.0
