traj_id,t,x,y,vx,vy,a,e,period,r,speed,energy,ang_mom
0,0.0,1.0214677580504523,0.0,0.0,5.561486934870758,0.8514280811076799,0.199711144976046,0.7856370467482137,1.0214677580504523,5.561486934870758,-23.18364785020792,5.680879590789315
0,0.004,1.021165072423727,0.022243750306416243,-0.1513398164074501,5.559838834113466,0.8514280811076799,0.199711144976046,0.7856370467482137,1.021407308357371,5.5618982012750315,-23.183647850207937,5.6808795907893135
0,0.008,1.0202570874917283,0.04447431476840305,-0.3026436498704201,5.554893753078944,0.8514280811076799,0.199711144976046,0.7856370467482137,1.0212259736469804,5.563132012347214,-23.183647850207922,5.680879590789314
0,0.012,1.0187440193115873,0.06667850131205817,-0.4538754111204624,5.54664935595086,0.8514280811076799,0.199711144976046,0.7856370467482137,1.0209237970682972,5.565188403521471,-23.183647850207933,5.680879590789313
0,0.016,1.0166262286877694,0.08884310540832022,-0.6049987979499128,5.535101751284218,0.8514280811076799,0.199711144976046,0.7856370467482137,1.0205008506779947,5.568067433373132,-23.18364785020792,5.680879590789314
0,0.02,1.0139042222379848,0.11095490385493641,-0.7559771880137064,5.520245494414158,0.8514280811076799,0.199711144976046,0.7856370467482137,1.0199572356532753,5.571769182889481,-23.18364785020791,5.680879590789313
0,0.024,1.0105786538895447,0.13300064857011484,-0.9067735307558796,5.502073590899637,0.8514280811076799,0.199711144976046,0.7856370467482137,1.0192930825907118,5.576293754435352,-23.183647850207887,5.6808795907893135
0,0.028,1.0066503268102498,0.15496706040213765,-1.057350238167313,5.480577501073981,0.8514280811076799,0.199711144976046,0.7856370467482137,1.0185085518918644,5.581641270399845,-23.183647850207883,5.6808795907893135
0,0.032,1.002120195779079,0.1768408229595426,-1.2076690740798894,5.455747145795998,0.8514280811076799,0.199711144976046,0.7856370467482137,1.0176038342367368,5.587811871506606,-23.183647850207862,5.680879590789314
0,0.036000000000000004,0.9969893700031196,0.19860857646689964,-1.3576910417006045,5.427570913517725,0.8514280811076799,0.199711144976046,0.7856370467482137,1.016579151146346,5.594805714765947,-23.183647850207866,5.680879590789312
0,0.04,0.9912591163883797,0.22025691165172073,-1.5073762690873174,5.396035668808248,0.8514280811076799,0.199711144976046,0.7856370467482137,1.015434755635942,5.602622971042981,-23.183647850207855,5.680879590789309
0,0.044,0.9849308632733145,0.24177236366864532,-1.6566838922658211,5.361126762497601,0.8514280811076799,0.199711144976046,0.7856370467482137,1.0141709329606325,5.611263822211627,-23.183647850207826,5.68087959078931
0,0.048,0.9780062046351041,0.26314140606775427,-1.8055719356858664,5.322828043630595,0.8514280811076799,0.199711144976046,0.7856370467482137,1.012788001455426,5.6207284578599515,-23.1836478502078,5.68087959078931
0,0.052000000000000005,0.9704869047799377,0.2843504448146762,-1.9539971897117525,5.281121873447969,0.8514280811076799,0.199711144976046,0.7856370467482137,1.0112863134719308,5.631017071507776,-23.183647850207777,5.680879590789309
0,0.056,0.9623749035297761,0.3053858123710788,-2.1019150848412167,5.235989141641353,0.8514280811076799,0.199711144976046,0.7856370467482137,1.009666256414212,5.642129856292676,-23.18364785020774,5.680879590789313
0,0.06,0.9536723219192932,0.32623376184518543,-2.2492795623448125,5.187409285159825,0.8514280811076799,0.199711144976046,0.7856370467482137,1.007928253876533,5.654067000075648,-23.183647850207706,5.680879590789312
0,0.064,0.9443814684179368,0.3468804612231334,-2.3960429410168222,5.135360309879257,0.8514280811076799,0.199711144976046,0.7856370467482137,1.0060727668859704,5.666828679912577,-23.183647850207667,5.680879590789312
0,0.068,0.934504845693276,0.36731198769330786,-2.5421557797283025,5.079818815481433,0.8514280811076799,0.199711144976046,0.7856370467482137,1.0041002952531297,5.680415055832206,-23.18364785020764,5.68087959078931
0,0.07200000000000001,0.9240451579330481,0.38751432207724784,-2.687566735473243,5.020760023928596,0.8514280811076799,0.199711144976046,0.7856370467482137,1.0020113790344403,5.694826263855798,-23.183647850207603,5.68087959078931
0,0.076,0.9130053187445479,0.40747334338234487,-2.832222416600331,4.958157811960483,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9998066001097512,5.710062408187688,-23.18364785020754,5.680879590789312
0,0.08,0.9013884596512256,0.4271748234933542,-2.976067230925733,4.891984748085696,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9974865838791955,5.726123552499809,-23.183647850207507,5.68087959078931
0,0.084,0.8891979392075754,0.4466044220217188,-3.1190432284269725,4.822212134587454,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9950520010835376,5.743009710226741,-23.183647850207457,5.680879590789311
0,0.088,0.8764373527545725,0.46574768133388783,-3.2610899382247593,4.748810055115652,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9925035697524396,5.760720833780986,-23.1836478502074,5.680879590789311
0,0.092,0.8631105428390848,0.4845900217822146,-3.4021441995690074,4.671747428493277,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9898420572853363,5.7792568025910205,-23.183647850207336,5.680879590789311
0,0.096,0.8492216103217856,0.5031167371646442,-3.542139986557685,4.590992069425409,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9870682826698082,5.798617409857101,-23.183647850207272,5.680879590789312
0,0.1,0.8347749261991528,0.521312990442287,-3.681008226333234,4.506510756864049,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9841831188425664,5.818802347911839,-23.183647850207205,5.680879590789312
0,0.10400000000000001,0.8197751441661258,0.5391638097471222,-3.8186766105216536,4.41826931085171,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9811874951983558,5.839811192064277,-23.183647850207134,5.680879590789313
0,0.108,0.8042272139468702,0.5566540847155176,-3.9550693997047492,4.326232678741662,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9780824002522567,5.8616433827974515,-23.183647850207066,5.680879590789312
0,0.112,0.7881363954218947,0.5737685631869976,-4.09010722074733,4.2303650317729335,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9748688844610278,5.884298206180297,-23.183647850207002,5.680879590789308
0,0.116,0.771508273580387,0.5904918483117828,-4.223706856839186,4.13062987306401,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9715480632092551,5.907774772345266,-23.183647850206906,5.68087959078931
0,0.12,0.7543487743271181,0.6068083961150471,-4.355781030157672,4.026990158180707,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9681211199661648,5.932071991873135,-23.183647850206825,5.680879590789309
0,0.124,0.7366641811735326,0.62270251357067,-4.486238177111709,3.9194084295310705,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9645893096190221,5.957188549916294,-23.183647850206725,5.680879590789308
0,0.128,0.7184611528426664,0.6381583572424624,-4.614982216193423,3.807846965943387,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9609539619890287,5.983122877881233,-23.183647850206622,5.680879590789308
0,0.132,0.699746741817285,0.6531599325564945,-4.741912308540973,3.6922679488924377,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9572164855355922,6.00987312248027,-23.183647850206526,5.680879590789306
0,0.136,0.680528413860041,0.6676910937742395,-4.866922611406877,3.57263364695378,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9533783712547205,6.037437111951544,-23.18364785020642,5.6808795907893055
0,0.14,0.6608140685334662,0.6817355447428005,-4.989902024832391,3.44890662018581,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9494411967770914,6.0658123192353965,-23.183647850206306,5.680879590789305
0,0.14400000000000002,0.640612060746169,0.6952768405055433,-5.1107339319520655,3.3210499462641008,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9454066306710694,6.094995821884295,-23.183647850206174,5.680879590789305
0,0.148,0.6199312233496345,0.7082983898640028,-5.229295933495735,3.1890274703213404,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9412764369555382,6.1249842584727645,-23.183647850206018,5.6808795907893055
0,0.152,0.5987808908074304,0.7207834589900151,-5.345459577220392,3.0528040805780576,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9370524798269041,6.15577378126351,-23.183647850205872,5.6808795907893055
0,0.156,0.5771709239553243,0.7327151761956288,-5.459090083194248,2.912346011982981,0.8514280811076799,0.199711144976046,0.7856370467482137,0.932736728603969,6.187360004876309,-23.18364785020572,5.680879590789305
0,0.16,0.5551117358666989,0.7440765379774963,-5.570046066072486,2.7676211802155883,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9283312628935407,6.219737950697561,-23.183647850205546,5.680879590789305
0,0.164,0.5326143188326145,0.7548504164621177,-5.6781792557519735,2.6185995485350184,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9238382779786527,6.252901986761014,-23.183647850205368,5.680879590789305
0,0.168,0.5096902724597641,0.7650195683885055,-5.783334218073624,2.4652535300864282,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9192600904300392,6.286845762824538,-23.18364785020517,5.680879590789306
0,0.17200000000000001,0.48635183288226863,0.7745666457755199,-5.885348077559425,2.307558428394716,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9145991439400553,6.3215621403643505,-23.18364785020497,5.6808795907893055
0,0.176,0.4626119030746104,0.7834742084322661,-5.98405024452999,2.1454929188823475,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9098580153765085,6.357043117207381,-23.18364785020475,5.6808795907893055
0,0.18,0.43848408424282515,0.7917247384814755,-6.079262149351183,1.9790395743379956,0.8514280811076799,0.199711144976046,0.7856370467482137,0.905039421051829,6.393279746525243,-23.183647850204533,5.680879590789305
0,0.184,0.4139827082591998,0.7993006570776461,-6.170796987008398,1.8081854373300321,0.8514280811076799,0.199711144976046,0.7856370467482137,0.9001462232006412,6.43026204992023,-23.183647850204295,5.680879590789304
0,0.188,0.389122871091941,0.806184343513775,-6.258459475707717,1.6329226425968146,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8951814366560399,6.467978924345771,-23.183647850204046,5.680879590789303
0,0.192,0.363920467165394,0.8123581569226663,-6.3420456337574,1.453249092446173,0.8514280811076799,0.199711144976046,0.7856370467482137,0.89014823571171,6.506418042621987,-23.183647850203773,5.680879590789301
0,0.196,0.3383922245681776,0.8178044607908446,-6.421342579593541,1.2691691881501435,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8850499611533825,6.5455657473323665,-23.18364785020347,5.680879590789302
0,0.2,0.3125557410058236,0.8225056505148656,-6.496128360482026,1.0806946202171108,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8798901274389784,6.585406937921537,-23.18364785020314,5.680879590789302
0,0.20400000000000001,0.286429520370953,0.8264441842410218,-6.566171816156123,0.8878452202496991,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8746724300020793,6.625924950858049,-23.18364785020282,5.6808795907893
0,0.20800000000000002,0.2600330097774242,0.8296026172397889,-6.6312324844346,0.6906498768389826,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8694007526480603,6.667101432781593,-23.183647850202473,5.680879590789299
0,0.212,0.23338663687505082,0.8319636400754801,-6.691060556707234,0.4891475175881586,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8640791750062548,6.708916206622794,-23.183647850202085,5.680879590789298
0,0.216,0.20651184722815957,0.8335101208390464,-6.745396892068749,0.2833881588841331,0.8514280811076799,0.199711144976046,0.7856370467482137,0.858711979994869,6.75134713076779,-23.183647850201673,5.6808795907893
0,0.22,0.17943114150427772,0.834225151717254,-6.793973099821568,0.07343402442433355,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8533036612479777,6.794369951440843,-23.18364785020123,5.680879590789301
0,0.224,0.15216811217841028,0.8340921001740245,-6.8365117010424425,-0.14063926726245804,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8478589304457765,6.837958148598626,-23.183647850200767,5.6808795907893
0,0.228,0.12474747941360617,0.8330946650188434,-6.872726380903611,-0.35874144701059646,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8423827244803321,6.882082775771569,-23.18364785020027,5.6808795907893
0,0.232,0.0971951257297476,0.8312169376320734,-6.902322344437179,-0.5807662727877945,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8368802123793248,6.926712294452873,-23.183647850199755,5.680879590789299
0,0.23600000000000002,0.06953812901977914,0.828443468606894,-6.924996789407401,-0.8065901442792425,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8313568018997578,6.9718124038266565,-23.18364785019919,5.6808795907893
0,0.24,0.041804793416064155,0.8247593400514669,-6.940439510878873,-1.0360706591517597,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8258181456923135,7.017345866844796,-23.183647850198568,5.6808795907893
0,0.244,0.01402467744950086,0.8201502437717527,-6.948333652901713,-1.2690451177645148,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8202701469250407,7.063272333909292,-23.183647850197918,5.680879590789302
0,0.248,-0.013771381119101245,0.8146025655240583,-6.9483566234314065,-1.5053289852853535,0.8514280811076799,0.199711144976046,0.7856370467482137,0.814718964242459,7.1095481656940285,-23.183647850197236,5.680879590789301
0,0.252,-0.041551244481440534,0.8081034754856603,-6.940181189107155,-1.7447143226717863,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8091710159230616,7.15612625694746,-23.183647850196515,5.680879590789301
0,0.256,-0.06928145873108883,0.8006410250404821,-6.9234767667642725,-1.986968200792457,0.8514280811076799,0.199711144976046,0.7856370467482137,0.8036329830848042,7.2029558634552995,-23.18364785019576,5.6808795907892975
0,0.26,-0.09692724340042781,0.7922042499135472,-6.8979109284806155,-2.231831115099012,0.8514280811076799,0.199711144976046,0.7856370467482137,0.7981118117746985,7.249982434708128,-23.183647850194944,5.680879590789297
0,0.264,-0.12445248747216174,0.7827832796114939,-6.863151136472142,-2.479015421698922,0.8514280811076799,0.199711144976046,0.7856370467482137,0.7926147137653544,7.2971474552101485,-23.183647850194067,5.680879590789296
0,0.268,-0.15181975281588508,0.7723694530356903,-6.818866723167808,-2.7282038194015876,0.8514280811076799,0.199711144976046,0.7856370467482137,0.7871491658686603,7.344388297776929,-23.183647850193154,5.680879590789292
0,0.272,-0.17899028605855646,0.7609554400283495,-6.764731130212002,-2.9790479062696154,0.8514280811076799,0.199711144976046,0.7856370467482137,0.7817229075651185,7.391638092595493,-23.183647850192173,5.6808795907892895
0,0.276,-0.20592403994841102,0.7485353684896844,-6.700424417861838,-3.231166843339376,0.8514280811076799,0.199711144976046,0.7856370467482137,0.7763439367372313,7.438825616249846,-23.18364785019113,5.680879590789289
0,0.28,-0.23257970531183295,0.7351049565650842,-6.625636053164297,-3.4841461623894405,0.8514280811076799,0.199711144976046,0.7856370467482137,0.7710205032873597,7.485875205337291,-23.183647850190024,5.680879590789286
0,0.28400000000000003,-0.25891475472859926,0.7206616492453748,-6.540067981316041,-3.7375367588130226,0.8514280811076799,0.199711144976046,0.7856370467482137,0.7657611004152889,7.532706699700569,-23.18364785018886,5.680879590789285
0,0.28800000000000003,-0.28488549905892113,0.7052047585509355,-6.443437979638183,-3.9908541146401566,0.8514280811076799,0.199711144976046,0.7856370467482137,0.7605744533291489,7.579235420659796,-23.183647850187615,5.680879590789282
0,0.292,-0.3104471579417392,0.6887356062828737,-6.335483287569164,-4.243577800372561,0.8514280811076799,0.199711144976046,0.7856370467482137,0.7554695051661191,7.625372189925093,-23.18364785018629,5.680879590789281
0,0.296,-0.3355539453434535,0.6712576681235068,-6.215964498947722,-4.49515130732035,0.8514280811076799,0.199711144976046,0.7856370467482137,0.7504553999073932,7.671023395081145,-23.183647850184933,5.680879590789277
